epoch,val_loss,val_acc,val_calibration_error,step,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error
0,1.0120694637298584,0.6093358993530273,0.1413153707981109,35,1.046007752418518,0.4870797395706177,0.148739218711853,,,
1,0.971631407737732,0.6133648157119751,0.1340154707431793,49,0.9724848866462708,0.611003041267395,0.0913523361086845,,,
2,0.9486566185951232,0.6191997528076172,0.0905676782131195,99,0.955925703048706,0.6158655285835266,0.0964914634823799,,,
3,0.93641597032547,0.6275354027748108,0.1037320271134376,143,0.9443718194961548,0.6229507923126221,0.0962424799799919,,,
4,0.9265301823616028,0.6304529309272766,0.0899559408426284,149,0.9328461289405824,0.6283689737319946,0.0980606004595756,,,
5,0.9173961281776428,0.6386496424674988,0.1013896539807319,199,0.923911988735199,0.6348986029624939,0.1034854799509048,,,
6,0.9133539795875548,0.6487913131713867,0.1274217814207077,249,0.9153844118118286,0.6419838666915894,0.1043679043650627,,,
7,0.9003893136978149,0.6594887375831604,0.1248723417520523,287,0.9054720997810364,0.6429563760757446,0.1043948158621788,,,
8,0.8993086218833923,0.6424006819725037,0.0918535962700843,299,0.8922059535980225,0.6624062061309814,0.1159737706184387,,,
9,0.8650837540626526,0.6654626131057739,0.1131399720907211,349,0.874467670917511,0.679494321346283,0.1258597522974014,,,
10,0.8469813466072083,0.7447901964187622,0.1880076974630355,395,0.8567818999290466,0.7015838027000427,0.1364376842975616,,,
11,0.8416942954063416,0.7056126594543457,0.1094333827495575,399,0.8421896696090698,0.7288135886192322,0.1499345153570175,,,
12,0.8161980509757996,0.754654049873352,0.1475000232458114,449,0.8286470174789429,0.7509030103683472,0.161421000957489,,,
13,0.8114866614341736,0.739788830280304,0.115373745560646,499,0.8129652738571167,0.7772992253303528,0.1796554923057556,,,
14,0.7873970866203308,0.7803556323051453,0.1340732872486114,539,0.7943990230560303,0.8010558485984802,0.1937264800071716,,,
15,0.747660756111145,0.8288413286209106,0.1909786015748977,549,0.7689993977546692,0.8280077576637268,0.2074064761400222,,,
16,0.7015782594680786,0.8488469123840332,0.1701365262269973,599,0.7264274954795837,0.8602389693260193,0.2200159430503845,,,
17,0.6557098031044006,0.8963600993156433,0.2200027257204055,647,0.6780004501342773,0.8851069808006287,0.2211214303970337,,,
18,0.645540177822113,0.8942762017250061,0.2012162059545517,649,0.6443224549293518,0.902056097984314,0.2156605273485183,,,
19,0.6162355542182922,0.9152542352676392,0.1965843886137008,699,0.6256849765777588,0.9130313992500304,0.2107841521501541,,,
20,0.6082884669303894,0.9302583932876588,0.2224235385656356,749,0.6142467260360718,0.9184495806694032,0.2063360214233398,,,
21,0.6029669046401978,0.9320644736289978,0.217798039317131,791,0.6068399548530579,0.9235898852348328,0.2052069902420044,,,
22,0.5966054797172546,0.9391497373580932,0.2241465896368026,799,0.6014536023139954,0.9281744956970216,0.2058778256177902,,,
23,0.5927794575691223,0.9451236724853516,0.2264828085899353,849,0.5965225100517273,0.934148371219635,0.2088665515184402,,,
24,0.5934516191482544,0.9263684153556824,0.1814010292291641,899,0.5937837958335876,0.935954451560974,0.2074358910322189,,,
25,0.5839657783508301,0.946929693222046,0.2059597671031952,935,0.5883392095565796,0.943734347820282,0.2101075500249862,,,
26,0.586259126663208,0.9391497373580932,0.202429249882698,949,0.5859830379486084,0.9444289803504944,0.2092325240373611,,,
27,0.578942596912384,0.9594331979751588,0.2200895547866821,999,0.5839524269104004,0.9479022026062012,0.2116759866476059,,,
28,0.5820753574371338,0.934148371219635,0.1821455955505371,1043,0.5809167623519897,0.948180079460144,0.2095438688993454,,,
29,0.5738272666931152,0.963878870010376,0.2195183932781219,1049,0.5789536833763123,0.9542928338050842,0.2143847048282623,,,
30,0.5720926523208618,0.963878870010376,0.2204116135835647,1099,0.5765734910964966,0.9505417943000792,0.2124871760606765,,,
31,0.577156662940979,0.9473465085029602,0.2023971974849701,1149,0.5760219693183899,0.9508196711540222,0.2092001438140869,,,
32,0.5720799565315247,0.9560989141464232,0.2200005799531936,1187,0.5737500786781311,0.9541539549827576,0.2148342877626419,,,
33,0.569550096988678,0.9604056477546692,0.2162016183137893,1199,0.5708460211753845,0.9597110152244568,0.2159010171890258,,,
