step,epoch,val_loss,val_acc,train_loss_epoch,train_acc_epoch
71,0.0,1.0508087873458862,0.4297026991844177,0.9666019678115845,0.6258683204650879
143,1.0,0.8666653633117676,0.6918588280677795,0.8892074227333069,0.67685467004776
215,2.0,0.7622838020324707,0.7507640719413757,0.8141042590141296,0.7178382873535156
287,3.0,0.7983295321464539,0.7146429419517517,0.7464310526847839,0.7571547627449036
359,4.0,0.6791082620620728,0.809113621711731,0.707033097743988,0.780911386013031
431,5.0,0.6406280398368835,0.850791871547699,0.6607798337936401,0.8184217810630798
503,6.0,0.6117618083953857,0.8651013970375061,0.6280551552772522,0.8538482785224915
575,7.0,0.6045013666152954,0.8824673295021057,0.6083560585975647,0.8684356808662415
647,8.0,0.588977575302124,0.8821895122528076,0.594193160533905,0.8824673295021057
719,9.0,0.5912450551986694,0.8837177157402039,0.5856497287750244,0.8921923041343689
791,10.0,0.5758058428764343,0.9042789936065674,0.5777860879898071,0.900944709777832
863,11.0,0.5614245533943176,0.92567378282547,0.5678921341896057,0.9095582365989685
935,12.0,0.5673874616622925,0.888996958732605,0.5626158118247986,0.919560968875885
1007,13.0,0.564573347568512,0.9092803597450256,0.559511661529541,0.9187273979187012
1079,14.0,0.5508517622947693,0.9440122246742249,0.5582408308982849,0.9238677620887756
1151,15.0,0.5533063411712646,0.9345651865005493,0.5543174147605896,0.9294248223304749
1223,16.0,0.5706141591072083,0.9048346877098083,0.5516176223754883,0.9345651865005493
1295,17.0,0.545544445514679,0.9440122246742249,0.5519291162490845,0.9342873096466064
1367,18.0,0.543969452381134,0.9508196711540222,0.5489581227302551,0.9377604722976685
1439,19.0,0.5426135063171387,0.9560989141464233,0.5475480556488037,0.9413726329803467
1511,20.0,0.5423747897148132,0.9554042816162109,0.5455372333526611,0.9444289803504944
1583,21.0,0.5439700484275818,0.9444289803504944,0.5439254641532898,0.9485968351364136
1655,22.0,0.5458337068557739,0.9416504502296448,0.5430828928947449,0.9490135908126831
1727,23.0,0.541165292263031,0.9552653431892395,0.5433367490768433,0.9460961222648621
1799,24.0,0.5384154319763184,0.9613781571388245,0.5432489514350891,0.9455404281616211
1871,25.0,0.5401808619499207,0.9483189582824707,0.5414794087409973,0.9467907547950745
1943,26.0,0.5393279194831848,0.9604056477546692,0.5408822894096375,0.952208936214447
2015,27.0,0.5389462113380432,0.9580438733100891,0.5396687388420105,0.9566546082496643
2087,28.0,0.5423166751861572,0.9526257514953613,0.5389722585678101,0.9560989141464233
2159,29.0,0.537926435470581,0.9520699977874756,0.5390987396240234,0.9538760781288147
2231,30.0,0.5350313782691956,0.9636009931564331,0.5381799340248108,0.9551264047622681
2303,31.0,0.5344997644424438,0.9736037850379944,0.5367946624755859,0.9579049944877625
2375,32.0,0.5350905060768127,0.9637399315834045,0.5369958281517029,0.9605445861816406
2447,33.0,0.5376192927360535,0.9524868130683899,0.5373097062110901,0.9508196711540222
2519,34.0,0.5336838960647583,0.9690191745758057,0.5365551114082336,0.9594331979751587
2591,35.0,0.5341355204582214,0.9688802361488342,0.5358138084411621,0.9641566872596741
2663,36.0,0.5328139066696167,0.9737427234649658,0.5353326201438904,0.9608224630355835
2735,37.0,0.5328136682510376,0.9712420105934143,0.5354832410812378,0.9615170955657959
2807,38.0,0.5331143140792847,0.967907726764679,0.5358967185020447,0.9598499536514282
2879,39.0,0.5332503914833069,0.9630452990531921,0.5347453355789185,0.9634620547294617
2951,40.0,0.5361756086349487,0.9626284837722778,0.5344247817993164,0.9609614014625549
3023,41.0,0.5316807627677917,0.9773548245429993,0.5335254073143005,0.9684634804725647
3095,42.0,0.5315818786621094,0.972909152507782,0.5332901477813721,0.9656848907470703
3167,43.0,0.5318211317062378,0.9736037850379944,0.535443902015686,0.9559599757194519
3239,44.0,0.5325366854667664,0.9726312756538391,0.5331789255142212,0.9669352769851685
3311,45.0,0.5309625864028931,0.9759655594825745,0.5324588418006897,0.9713809490203857
3383,46.0,0.5311228632926941,0.9762433767318726,0.5320215225219727,0.9719366431236267
3455,47.0,0.5315524339675903,0.9731869697570801,0.5321903824806213,0.9724923372268677
3527,48.0,0.5308974385261536,0.9738816618919373,0.5320618748664856,0.9704084396362305
3599,49.0,0.5307901501655579,0.9762433767318726,0.5322266817092896,0.9727702140808105
3671,50.0,0.5317298173904419,0.9704084396362305,0.5321510434150696,0.9645735025405884
3743,51.0,0.5300208926200867,0.9790219664573669,0.5316835641860962,0.9716587662696838
3815,52.0,0.5301394462585449,0.9779105186462402,0.5312958359718323,0.9726312756538391
3887,53.0,0.5301310420036316,0.9755487442016602,0.5314470529556274,0.9699916839599609
3959,54.0,0.529670000076294,0.9756876826286316,0.5309352278709412,0.9716587662696838
4031,55.0,0.5305388569831848,0.9761044979095459,0.5310264229774475,0.9683245420455933
4103,56.0,0.5293846726417542,0.9805501699447632,0.5306426286697388,0.9751319885253906
4175,57.0,0.529387354850769,0.9799944162368774,0.5309493541717529,0.972353458404541
4247,58.0,0.5299203991889954,0.9697138071060181,0.5304999351501465,0.9742984175682068
4319,59.0,0.5291677713394165,0.9790219664573669,0.5307556390762329,0.9745762944221497
4320,60.0,,,,
