softmax prob,Overlap,Err
[0.03434465 0.03522955 0.93042576],7.513055637925208e-06,3.5244295556290726e-06
[0.11682142 0.04758051 0.8355981 ],0.0003849310189948844,0.0003926634410288222
[0.01905539 0.12085403 0.8600906 ],0.0006286090673199058,0.0005428604145128222
[0.05380958 0.02898235 0.9172081 ],9.348446452663517e-06,3.1045620873733477e-06
[0.06990195 0.06605212 0.8640459 ],5.6623366474202686e-05,3.8830612580112544e-05
[0.41805744 0.00398759 0.57795495],0.007309443745093113,0.003077654680902504
[0.03576356 0.01738277 0.94685364],6.2242602306104725e-06,7.116556545577536e-06
[0.00195915 0.99108535 0.00695551],9.533425161774973e-07,1.7955161519710306e-07
[0.0777759  0.03229734 0.88992673],1.501868267690099e-05,7.356985444612392e-06
[0.89733166 0.00777798 0.09489039],6.7881936137581674e-06,4.525625214099345e-06
[0.92063946 0.00682017 0.07254039],3.112294002237193e-06,2.72948323983015e-06
[0.48178953 0.00438246 0.5138279 ],0.010607991442989571,0.003108225331977955
[0.5131219  0.00629655 0.48058152],0.006170374728681179,0.004320909648856361
[0.03477094 0.02897393 0.9362551 ],1.0667615054126178e-05,7.448625663270832e-06
[0.10692909 0.0421314  0.8509396 ],6.616124481192626e-05,5.333459590716793e-05
[0.03320514 0.01803878 0.9487561 ],2.984706339811905e-06,7.575010485240672e-07
[0.01837369 0.18202488 0.79960144],0.0030745881995064223,0.004001124627914791
[0.01233508 0.01545072 0.97221416],1.5688616495919986e-06,3.8749841169395096e-07
[0.21450226 0.0794207  0.7060771 ],0.00848058862695666,0.006289353445411477
[0.690571   0.01109333 0.29833555],0.006756824008040799,0.006170851468765868
[0.00949668 0.01078054 0.9797228 ],1.2505677870630013e-06,1.3461865898321949e-07
[0.02842333 0.16845785 0.8031188 ],0.00011598623689591781,9.00548303321124e-05
[0.09128534 0.05757792 0.85113674],0.00010214209325611339,5.3210409970921286e-05
[0.04816447 0.02044849 0.931387  ],5.5612991136859265e-06,1.4357711036301616e-06
[0.00624697 0.03255501 0.96119803],3.615554884063664e-06,1.948502902989684e-06
[0.00840848 0.01136939 0.98022217],1.1058953338681492e-06,1.2646456373186115e-07
[0.01402803 0.5112448  0.4747271 ],0.007645739468130075,0.004211072834322037
[0.07234097 0.14638582 0.7812731 ],0.0019081626059054854,0.001760356510550308
[0.03346372 0.00506742 0.9614688 ],2.181790000006608e-06,1.4022237297116916e-06
[0.0353828  0.01529955 0.9493177 ],6.355243623107957e-06,1.9869596494805415e-06
[0.00954014 0.02967169 0.9607882 ],6.001357128989267e-06,5.665178236396707e-06
[0.01685965 0.00632995 0.97681034],1.5834152988550494e-06,2.247153523488511e-07
