epoch,val_loss,val_acc,val_calibration_error,step,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error
0,1.00179123878479,0.6093358993530273,0.1223544254899025,35,0.9578540921211244,0.6035009622573853,0.0655548125505447,,,
1,0.9284140467643738,0.6337871551513672,0.0789863169193267,49,0.8490462899208069,0.7074187397956848,0.1142186746001243,,,
2,0.8507907390594482,0.7641011476516724,0.0704743117094039,99,0.7097890377044678,0.829535961151123,0.1509750634431839,,,
3,0.6818962693214417,0.8191164135932922,0.0856997296214103,143,0.6144854426383972,0.888996958732605,0.1509916186332702,,,
4,0.5756372213363647,0.9028896689414978,0.15460005402565,149,0.5856961011886597,0.8988608121871948,0.145053431391716,,,
5,0.5684971213340759,0.9115031957626344,0.1558219343423843,199,0.5695250034332275,0.9084467887878418,0.1514594107866287,,,
6,0.5548197031021118,0.9310919642448424,0.1786782592535019,249,0.5571744441986084,0.9265073537826538,0.1691136807203292,,,
7,0.5520755648612976,0.9263684153556824,0.1665749251842498,287,0.5520521998405457,0.92803555727005,0.1696060299873352,,,
8,0.5570271611213684,0.9077521562576294,0.1647580564022064,299,0.5491583347320557,0.9267852306365968,0.1695697903633117,,,
9,0.5700787305831909,0.8814948797225952,0.1250054389238357,349,0.5489093661308289,0.9299805760383606,0.1725072860717773,,,
10,0.5509726405143738,0.9267852306365968,0.1656801104545593,395,0.5480623841285706,0.930675208568573,0.1727593690156936,,,
11,0.5601110458374023,0.8831619620323181,0.1422181874513626,399,0.5457571744918823,0.934704065322876,0.178836241364479,,,
12,0.5467877388000488,0.9281744956970216,0.1655192673206329,449,0.5443887710571289,0.9330369830131532,0.176515519618988,,,
13,0.5460426807403564,0.9337316155433656,0.1892216354608535,499,0.5434197187423706,0.9330369830131532,0.1756652742624282,,,
14,0.5691325664520264,0.9092803597450256,0.1430467367172241,539,0.5433622002601624,0.9340094327926636,0.1777550131082534,,,
15,0.5386378765106201,0.9510975480079652,0.1966877281665802,549,0.5437020659446716,0.9401222467422484,0.1845387667417526,,,
16,0.5374801754951477,0.951653242111206,0.1919007897377014,599,0.5393441319465637,0.9438732862472534,0.1871532946825027,,,
17,0.5412120819091797,0.9327591061592102,0.1870992332696914,647,0.5380643606185913,0.9485968351364136,0.1927937716245651,,,
18,0.5418705940246582,0.933870494365692,0.1866365075111389,649,0.5392019748687744,0.9444289803504944,0.1886978894472122,,,
19,0.5412096381187439,0.9430397152900696,0.196259319782257,699,0.5399136543273926,0.9377604722976683,0.1822607517242431,,,
20,0.5471658706665039,0.9401222467422484,0.1781123876571655,749,0.5385332703590393,0.9490135908126832,0.192710667848587,,,
21,0.5417916178703308,0.935954451560974,0.1689425110816955,791,0.5375358462333679,0.9483189582824708,0.1934798955917358,,,
22,0.5371691584587097,0.9497082233428956,0.1989145427942276,799,0.5382159352302551,0.9390108585357666,0.1834842562675476,,,
23,0.5352619886398315,0.9542928338050842,0.1992115229368209,849,0.537193775177002,0.9477632641792296,0.1923150718212127,,,
24,0.5340469479560852,0.961239218711853,0.2058300822973251,899,0.5362440943717957,0.9488747119903564,0.1933651119470596,,,
25,0.5331143140792847,0.9622117280960084,0.2063463032245636,935,0.5368925929069519,0.949291467666626,0.193214938044548,,,
26,0.5383398532867432,0.9404001235961914,0.193096175789833,949,0.5353252291679382,0.9517921805381776,0.1970017552375793,,,
27,0.537250280380249,0.9604056477546692,0.2058841437101364,999,0.5342687964439392,0.9570714235305786,0.2006338834762573,,,
28,0.5325665473937988,0.966796338558197,0.2103641033172607,1043,0.5338273644447327,0.9560989141464232,0.2012685537338256,,,
29,0.534674882888794,0.9601278305053712,0.2065047770738601,1049,0.5334778428077698,0.9619338512420654,0.2054964751005172,,,
30,0.5327783823013306,0.9595720767974854,0.2071448713541031,1099,0.534028172492981,0.9509586095809937,0.19714917242527,,,
31,0.5321500897407532,0.9645735025405884,0.2093175500631332,1149,0.5336807370185852,0.9601278305053712,0.2049990594387054,,,
32,0.5326125621795654,0.9624896049499512,0.2100307345390319,1187,0.5337389707565308,0.9602667689323424,0.2048203498125076,,,
33,0.5398677587509155,0.9297026991844176,0.1860607266426086,1199,0.5344199538230896,0.954015016555786,0.1989275366067886,,,
34,0.5386065244674683,0.9365101456642152,0.1698966920375824,1249,0.5348460674285889,0.954015016555786,0.1987920254468917,,,
35,0.5335952043533325,0.9563767910003662,0.1952646225690841,1295,0.5341225266456604,0.9562378525733948,0.2011886537075042,,,
36,0.5339995622634888,0.9495693445205688,0.1862468868494033,1299,0.5334941148757935,0.9604056477546692,0.2055889666080474,,,
37,0.5313630700111389,0.9659627676010132,0.2064363807439804,1349,0.532268226146698,0.9656848907470704,0.210929736495018,,,
38,0.5422785878181458,0.954015016555786,0.1958766430616378,1399,0.5328024625778198,0.9613781571388244,0.2058425694704055,,,
39,0.5311466455459595,0.9684634804725648,0.2114148288965225,1439,0.5335191488265991,0.9579049944877625,0.2032890170812606,,,
40,0.5305333733558655,0.9704084396362304,0.2114019691944122,1449,0.5322174429893494,0.9626284837722778,0.2079904824495315,,,
