,index,Unnamed: 0,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,dr8_id,P_OTHER
0,5,5,587727177912811659,00:02:05.65,-11:12:38.1,33,0.061,0.818,0.0,0.121,0.0,0.0,0.939,0.034,0.966,1,0,0,265946_2961,0.182
1,107,107,587727177917923465,00:49:25.29,-11:09:50.5,62,0.0,0.968,0.032,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,265992_3062,0.0
2,199,199,587727225154764940,00:13:45.19,-10:56:11.6,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,267371_3388,0.0
3,232,232,587727225155354763,00:19:09.98,-10:53:08.7,31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,267376_4284,0.0
4,258,258,587727225156141259,00:26:46.21,-10:57:38.8,29,0.0,0.862,0.034,0.069,0.034,0.0,0.966,0.0,0.966,1,0,0,267384_3393,0.103
5,276,276,587727177915826302,00:30:07.31,-11:06:49.1,33,0.03,0.909,0.0,0.03,0.0,0.03,0.939,0.03,0.939,1,0,0,267387_53,0.09
6,277,277,587727225156665442,00:31:23.71,-11:01:31.2,28,0.036,0.929,0.0,0.036,0.0,0.0,0.964,0.036,0.964,1,0,0,267388_1790,0.072
7,393,393,587727177918382117,00:53:31.26,-11:04:22.7,27,0.037,0.926,0.0,0.0,0.0,0.037,0.926,0.01,0.952,1,0,0,267410_918,0.074
8,436,436,587727177919103032,01:00:13.43,-11:02:31.8,48,0.042,0.833,0.062,0.062,0.0,0.0,0.958,0.042,0.958,1,0,0,267417_1556,0.104
9,442,442,587727177919037514,01:00:04.13,-11:04:57.4,33,0.0,0.97,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,267417_591,0.0
10,552,552,587727177910583419,23:41:13.33,-10:59:30.1,65,0.077,0.908,0.0,0.015,0.0,0.0,0.923,0.077,0.923,1,0,0,268755_2373,0.092
11,592,592,587727177911566479,23:50:19.24,-11:03:59.5,57,0.0,0.982,0.0,0.0,0.0,0.018,0.982,0.0,0.982,1,0,0,268764_1031,0.018
12,751,751,587727178451583052,00:19:36.74,-10:47:38.4,29,0.103,0.862,0.0,0.034,0.0,0.0,0.897,0.02,0.98,1,0,0,268793_1414,0.137
13,803,803,587727178452435051,00:27:47.88,-10:49:26.6,43,0.023,0.907,0.023,0.0,0.0,0.047,0.93,0.008,0.945,1,0,0,268801_989,0.07
14,853,853,587727225157255237,00:36:52.41,-10:52:09.9,34,0.0,0.912,0.059,0.029,0.0,0.0,1.0,0.0,1.0,1,0,0,268810_69,0.029
15,922,922,587727178455253203,00:53:46.83,-10:42:58.1,72,0.0,0.986,0.0,0.0,0.0,0.014,0.986,0.0,0.986,1,0,0,268826_2752,0.014
16,954,954,587727225159483494,00:57:43.02,-10:48:47.5,36,0.0,0.972,0.0,0.0,0.028,0.0,0.972,0.0,0.972,1,0,0,268830_1321,0.028
17,989,989,587727225160073373,01:03:36.64,-10:49:57.9,57,0.035,0.947,0.0,0.0,0.0,0.018,0.947,0.035,0.947,1,0,0,268836_958,0.053
18,1298,1298,587727873697054770,23:47:23.51,-10:46:51.4,33,0.03,0.909,0.061,0.0,0.0,0.0,0.97,0.023,0.977,1,0,0,270177_1698,0.03
19,1308,1308,587727178448371792,23:49:32.57,-10:42:03.4,35,0.0,0.914,0.029,0.029,0.0,0.029,0.971,0.0,0.971,1,0,0,270179_3044,0.058
20,1364,1364,587727178449420392,23:59:18.52,-10:38:49.8,32,0.094,0.812,0.0,0.031,0.031,0.031,0.844,0.027,0.907,1,0,0,270189_4163,0.187
21,1371,1371,587727225690194001,00:00:44.79,-10:24:20.9,35,0.0,0.943,0.0,0.057,0.0,0.0,1.0,0.0,1.0,1,0,0,270190_4264,0.057
22,1380,1380,587727225690259660,00:01:18.04,-10:25:34.1,28,0.036,0.893,0.0,0.036,0.036,0.0,0.929,0.016,0.948,1,0,0,270191_4215,0.108
23,1439,1439,587727225691635884,00:14:01.49,-10:35:58.4,51,0.02,0.961,0.02,0.0,0.0,0.0,0.98,0.018,0.982,1,0,0,270203_412,0.02
24,1442,1442,587727225691701385,00:14:36.39,-10:30:29.9,33,0.091,0.909,0.0,0.0,0.0,0.0,0.909,0.037,0.963,1,0,0,270204_2127,0.091
25,1524,1524,587727225693601912,00:31:59.54,-10:36:46.1,25,0.04,0.84,0.04,0.08,0.0,0.0,0.96,0.019,0.981,1,0,0,270221_266,0.12
26,1572,1572,587727225694715951,00:42:24.16,-10:30:45.8,46,0.022,0.913,0.0,0.022,0.0,0.043,0.935,0.021,0.935,1,0,0,270231_2389,0.087
27,1616,1616,587727225695698974,00:51:25.77,-10:26:44.6,22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,270240_3382,0.0
28,1727,1727,587727225161187431,01:13:36.75,-10:34:45.7,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,270262_648,0.0
29,1761,1761,587727225162039426,01:21:27.68,-10:37:08.9,52,0.0,0.923,0.038,0.019,0.0,0.019,0.981,0.0,0.981,1,0,0,270270_15,0.038
30,1886,1886,587727177923428518,01:40:56.48,-10:34:54.8,31,0.097,0.806,0.0,0.097,0.0,0.0,0.903,0.026,0.974,1,0,0,270289_1437,0.194
31,1898,1898,587727177923625098,01:42:39.68,-10:28:33.7,35,0.029,0.857,0.057,0.057,0.0,0.0,0.971,0.009,0.991,1,0,0,270291_4267,0.086
32,1936,1936,587727177924739178,01:52:48.68,-10:22:44.8,55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,270301_7864,0.0
33,1943,1943,587730815753191442,22:45:14.43,-10:24:28.7,31,0.065,0.839,0.0,0.065,0.032,0.0,0.903,0.065,0.903,1,0,0,271534_3981,0.162
34,1957,1957,587730815754043443,22:53:12.82,-10:29:50.4,42,0.0,0.905,0.024,0.024,0.024,0.024,0.952,0.0,0.952,1,0,0,271542_1994,0.072
35,2207,2207,587727874234187862,23:49:53.14,-10:30:06.9,32,0.062,0.812,0.031,0.062,0.031,0.0,0.906,0.033,0.935,1,0,0,271598_2216,0.155
36,2333,2333,587727178987339822,00:09:04.74,-10:19:25.9,42,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,271616_1176,0.0
37,2361,2361,587727226228441210,00:13:35.31,-10:11:54.1,25,0.04,0.88,0.0,0.04,0.04,0.0,0.92,0.022,0.938,1,0,0,271621_4074,0.12
38,2479,2479,587727178990682279,00:40:29.06,-10:18:19.7,34,0.029,0.882,0.059,0.029,0.0,0.0,0.971,0.029,0.971,1,0,0,271647_1130,0.058
39,2492,2492,587727226231521348,00:41:43.23,-10:08:20.2,40,0.05,0.925,0.025,0.0,0.0,0.0,0.95,0.016,0.984,1,0,0,271649_4040,0.05
40,2511,2511,587727178991141022,00:44:50.64,-10:21:22.6,26,0.0,0.962,0.0,0.038,0.0,0.0,1.0,0.0,1.0,1,0,0,271652_304,0.038
41,2573,2573,587727178992255068,00:55:07.11,-10:17:06.3,46,0.0,0.913,0.0,0.043,0.0,0.043,0.957,0.0,0.957,1,0,0,271662_2012,0.086
42,2614,2614,587727225696551050,00:59:48.46,-10:17:50.7,62,0.016,0.919,0.048,0.016,0.0,0.0,0.984,0.012,0.988,1,0,0,271666_1226,0.032
43,2665,2665,587727178993827951,01:09:29.58,-10:09:53.6,21,0.095,0.81,0.048,0.0,0.0,0.048,0.857,0.054,0.898,1,0,0,271676_3216,0.143
44,2722,2722,587727225698451601,01:17:18.19,-10:07:56.7,63,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,271684_4807,0.0
45,2745,2745,587727225698975839,01:21:54.54,-10:08:15.8,32,0.031,0.812,0.062,0.031,0.0,0.062,0.906,0.015,0.922,1,0,0,271688_4443,0.124
46,2785,2785,587727178459250746,01:30:40.39,-10:16:06.4,54,0.019,0.963,0.0,0.019,0.0,0.0,0.981,0.007,0.993,1,0,0,271697_2980,0.038
47,2786,2786,587727178459250785,01:30:54.12,-10:14:59.0,38,0.026,0.816,0.079,0.053,0.0,0.026,0.947,0.009,0.964,1,0,0,271697_3483,0.105
48,2838,2838,587727178460233883,01:40:06.38,-10:12:50.7,57,0.018,0.965,0.018,0.0,0.0,0.0,0.982,0.018,0.982,1,0,0,271706_4924,0.018
49,2911,2911,587727229449535629,01:49:24.83,-10:09:13.1,30,0.0,0.933,0.0,0.067,0.0,0.0,1.0,0.0,1.0,1,0,0,271715_5769,0.067
50,2918,2918,587727229449928814,01:52:36.16,-10:13:55.3,24,0.042,0.875,0.0,0.083,0.0,0.0,0.958,0.014,0.986,1,0,0,271718_4717,0.125
51,2958,2958,587730815751815261,22:32:31.77,-10:07:35.7,31,0.0,0.903,0.032,0.065,0.0,0.0,1.0,0.0,1.0,1,0,0,272939_4613,0.065
52,3048,3048,587730816291373127,22:57:30.16,-10:10:40.3,35,0.0,0.886,0.0,0.114,0.0,0.0,1.0,0.0,1.0,1,0,0,272964_3470,0.114
53,3078,3078,587730816292028429,23:03:31.28,-10:15:05.3,35,0.0,0.971,0.0,0.029,0.0,0.0,1.0,0.0,1.0,1,0,0,272970_2278,0.029
54,3387,3387,587727178986225691,23:58:43.11,-10:22:00.2,51,0.02,0.961,0.02,0.0,0.0,0.0,0.98,0.02,0.98,1,0,0,273024_162,0.02
55,3504,3504,587727179525193826,00:18:30.27,-09:54:52.0,37,0.162,0.838,0.0,0.0,0.0,0.0,0.838,0.08,0.92,1,0,0,273044_3827,0.162
56,3564,3564,587727226230931521,00:36:28.92,-10:06:22.2,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,273061_130,0.0
57,3783,3783,587727178994352256,01:14:23.11,-10:06:22.6,27,0.0,0.926,0.0,0.074,0.0,0.0,1.0,0.0,1.0,1,0,0,273099_263,0.074
58,3813,3813,587727178994942082,01:19:53.81,-09:56:50.7,58,0.0,0.966,0.0,0.017,0.0,0.017,0.983,0.0,0.983,1,0,0,273104_3461,0.034
59,3814,3814,587727178995007645,01:20:44.46,-10:00:20.4,46,0.022,0.913,0.0,0.043,0.0,0.022,0.957,0.012,0.966,1,0,0,273105_2273,0.087
60,3968,3968,587727178460627039,01:43:25.66,-10:03:29.7,44,0.045,0.886,0.0,0.023,0.045,0.0,0.909,0.013,0.94,1,0,0,273127_1933,0.113
61,4007,4007,587727178461282360,01:49:31.40,-09:55:50.4,33,0.0,0.939,0.0,0.061,0.0,0.0,1.0,0.0,1.0,1,0,0,273134_6240,0.061
62,4048,4048,587727178462199976,01:58:29.79,-09:54:38.1,31,0.065,0.903,0.032,0.0,0.0,0.0,0.935,0.015,0.985,1,0,0,273142_6335,0.065
63,4195,4195,587726877274603545,22:38:45.62,-10:01:21.2,59,0.051,0.847,0.0,0.017,0.017,0.068,0.864,0.04,0.875,1,0,0,274365_1731,0.153
64,4235,4235,587730816290848832,22:52:54.20,-10:05:24.2,60,0.0,0.967,0.017,0.0,0.0,0.017,0.983,0.0,0.983,1,0,0,274379_964,0.017
65,4270,4270,587726877813965127,23:01:54.15,-09:57:21.4,25,0.0,0.96,0.0,0.04,0.0,0.0,1.0,0.0,1.0,1,0,0,274388_2517,0.04
66,4299,4299,587726877814882516,23:10:54.50,-10:01:09.4,37,0.0,0.973,0.0,0.027,0.0,0.0,1.0,0.0,1.0,1,0,0,274397_1673,0.027
67,4739,4739,587727226767212721,00:31:11.27,-09:42:07.0,58,0.0,0.966,0.0,0.034,0.0,0.0,1.0,0.0,1.0,1,0,0,274476_2779,0.034
68,4957,4957,587727179530436738,01:07:03.17,-09:39:49.7,58,0.034,0.948,0.0,0.017,0.0,0.0,0.966,0.03,0.97,1,0,0,274512_3678,0.051
69,5041,5041,587727226235912292,01:22:28.66,-09:46:32.0,30,0.0,0.867,0.0,0.1,0.0,0.033,0.967,0.0,0.967,1,0,0,274527_2279,0.133
70,5045,5045,587727226235912294,01:22:29.00,-09:40:45.1,40,0.025,0.85,0.025,0.1,0.0,0.0,0.975,0.007,0.993,1,0,0,274527_4323,0.125
71,5073,5073,587727226236239928,01:25:53.89,-09:38:44.8,30,0.033,0.967,0.0,0.0,0.0,0.0,0.967,0.033,0.967,1,0,0,274530_4610,0.033
72,5110,5110,587727178996318332,01:32:47.75,-09:47:40.1,30,0.0,0.967,0.0,0.033,0.0,0.0,1.0,0.0,1.0,1,0,0,274537_2427,0.033
73,5195,5195,587727229986078786,01:45:46.68,-09:44:34.2,52,0.096,0.865,0.0,0.019,0.019,0.0,0.885,0.084,0.897,1,0,0,274550_3672,0.134
74,5252,5252,587727229986996271,01:54:42.72,-09:46:58.6,49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,274559_3254,0.0
75,5261,5261,587727229987192943,01:56:22.02,-09:45:07.0,57,0.088,0.86,0.018,0.018,0.0,0.018,0.895,0.024,0.957,1,0,0,274560_3899,0.124
76,5263,5263,587727229987192931,01:56:19.29,-09:41:46.7,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,274560_5727,0.0
77,5300,5300,587727178463051957,02:06:14.33,-09:47:43.5,25,0.0,0.96,0.0,0.04,0.0,0.0,1.0,0.0,1.0,1,0,0,274570_2569,0.04
78,5340,5340,587727177927426143,02:17:52.45,-09:47:54.1,28,0.0,0.929,0.071,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,274581_1998,0.0
79,5530,5530,587730816289669238,22:41:47.92,-09:44:37.1,34,0.029,0.882,0.0,0.088,0.0,0.0,0.971,0.007,0.993,1,0,0,275788_2563,0.117
80,5652,5652,587730816829358339,23:08:26.69,-09:47:00.5,24,0.042,0.875,0.0,0.083,0.0,0.0,0.958,0.014,0.986,1,0,0,275815_1572,0.125
81,5681,5681,587726878352015499,23:13:12.99,-09:44:48.5,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,275819_2632,0.0
82,5701,5701,587727179518771333,23:18:37.73,-09:38:07.8,33,0.121,0.879,0.0,0.0,0.0,0.0,0.879,0.036,0.964,1,0,0,275825_4182,0.121
83,5704,5704,587727874767847677,23:19:52.18,-09:52:11.9,24,0.083,0.833,0.0,0.042,0.042,0.0,0.875,0.025,0.931,1,0,0,275826_75,0.167
84,5819,5819,587727179521392803,23:43:13.72,-09:47:38.7,60,0.067,0.817,0.017,0.1,0.0,0.0,0.933,0.057,0.943,1,0,0,275849_1537,0.167
85,5914,5914,587727180060688540,00:05:49.16,-09:32:37.3,57,0.053,0.912,0.0,0.0,0.018,0.018,0.912,0.006,0.958,1,0,0,275871_1548,0.089
86,5917,5917,587727226764460180,00:05:31.73,-09:35:01.3,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,275871_307,0.0
87,5936,5936,587727226765049986,00:11:00.16,-09:37:28.2,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,275876_21,0.0
88,5952,5952,587727226765508728,00:15:16.43,-09:35:56.9,33,0.061,0.818,0.03,0.0,0.0,0.091,0.848,0.011,0.894,1,0,0,275881_429,0.152
89,5972,5972,587727180062064786,00:18:14.32,-09:23:14.8,37,0.0,0.946,0.0,0.054,0.0,0.0,1.0,0.0,1.0,1,0,0,275884_4187,0.054
90,6014,6014,587727180063113363,00:28:17.87,-09:29:34.3,34,0.0,0.971,0.0,0.029,0.0,0.0,1.0,0.0,1.0,1,0,0,275893_2239,0.029
91,6121,6121,587727180064751731,00:43:14.00,-09:28:43.2,59,0.068,0.831,0.0,0.068,0.034,0.0,0.898,0.061,0.905,1,0,0,275908_2582,0.17
92,6405,6405,587727179533647971,01:36:33.93,-09:23:49.2,30,0.0,0.967,0.033,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,275961_6560,0.0
93,6407,6407,587727230522032238,01:37:22.00,-09:33:31.7,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,275962_2171,0.0
94,6430,6430,587727179533910124,01:39:24.88,-09:24:04.2,21,0.0,0.952,0.0,0.048,0.0,0.0,1.0,0.0,1.0,1,0,0,275964_6521,0.048
95,6431,6431,587727179534041213,01:40:14.49,-09:22:58.9,56,0.054,0.821,0.018,0.071,0.018,0.018,0.911,0.033,0.931,1,0,0,275964_7186,0.161
96,6634,6634,587727178464624742,02:20:19.17,-09:25:26.5,55,0.0,0.945,0.018,0.0,0.0,0.036,0.964,0.0,0.964,1,0,0,276004_4864,0.036
97,6648,6648,587727178464821254,02:22:07.09,-09:24:03.2,31,0.0,0.968,0.0,0.032,0.0,0.0,1.0,0.0,1.0,1,0,0,276006_6304,0.032
98,6701,6701,587727177929195636,02:34:12.43,-09:27:25.1,67,0.0,0.985,0.015,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,276018_4508,0.0
99,6730,6730,587730815748669598,22:03:41.92,-09:24:41.0,27,0.0,0.963,0.0,0.037,0.0,0.0,1.0,0.0,1.0,1,0,0,277173_4034,0.037
100,6773,6773,587730815749390462,22:10:07.71,-09:37:11.5,27,0.111,0.815,0.037,0.0,0.037,0.0,0.852,0.096,0.867,1,0,0,277179_125,0.148
101,6782,6782,587726877271457997,22:09:50.59,-09:24:38.6,38,0.0,0.974,0.026,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,277179_4267,0.0
102,6793,6793,587726877271654599,22:11:53.81,-09:30:04.7,23,0.0,0.957,0.0,0.0,0.043,0.0,0.957,0.0,0.957,1,0,0,277181_2659,0.043
103,6818,6818,587726877272047797,22:15:12.31,-09:34:25.5,20,0.0,0.95,0.0,0.05,0.0,0.0,1.0,0.0,1.0,1,0,0,277184_852,0.05
104,6940,6940,587726877811540144,22:39:37.59,-09:31:58.3,25,0.0,0.96,0.0,0.0,0.0,0.04,0.96,0.0,0.96,1,0,0,277208_1979,0.04
105,7004,7004,587726878350180512,22:56:26.91,-09:30:39.3,25,0.04,0.96,0.0,0.0,0.0,0.0,0.96,0.008,0.992,1,0,0,277225_2144,0.04
106,7028,7028,587726878350508239,22:59:20.70,-09:29:00.5,46,0.109,0.826,0.0,0.065,0.0,0.0,0.891,0.019,0.981,1,0,0,277228_2707,0.174
107,7030,7030,587726878350573662,22:59:45.85,-09:25:17.9,29,0.069,0.862,0.069,0.0,0.0,0.0,0.931,0.026,0.974,1,0,0,277228_3992,0.069
108,7035,7035,587726878350508249,22:59:22.67,-09:34:16.1,58,0.0,0.948,0.034,0.017,0.0,0.0,1.0,0.0,1.0,1,0,0,277228_953,0.017
109,7110,7110,587730817366950103,23:15:05.94,-09:35:16.7,23,0.043,0.913,0.0,0.0,0.043,0.0,0.913,0.028,0.929,1,0,0,277243_591,0.086
110,7166,7166,587727875305504774,23:27:14.80,-09:23:13.2,36,0.0,0.917,0.0,0.0,0.0,0.083,0.917,0.0,0.917,1,0,0,277255_4841,0.083
111,7222,7222,587727180057673879,23:37:36.32,-09:24:33.6,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,277265_4178,0.0
112,7248,7248,587727875307077647,23:41:54.41,-09:27:09.5,29,0.0,0.966,0.0,0.0,0.034,0.0,0.966,0.0,0.966,1,0,0,277270_2639,0.034
113,7305,7305,587727226763346092,23:55:21.69,-09:36:23.7,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,277283_281,0.0
114,7316,7316,587727180059639934,23:55:58.57,-09:30:29.7,58,0.052,0.845,0.0,0.086,0.0,0.017,0.931,0.02,0.963,1,0,0,277284_2239,0.155
115,7374,7374,587727227302117516,00:13:01.55,-09:11:50.9,33,0.061,0.848,0.0,0.03,0.03,0.03,0.879,0.015,0.922,1,0,0,277300_3824,0.151
116,7393,7393,587727227302903934,00:20:09.29,-09:14:40.5,40,0.025,0.925,0.025,0.025,0.0,0.0,0.975,0.006,0.994,1,0,0,277307_2286,0.05
117,7465,7465,587727180063834204,00:35:02.91,-09:22:06.3,49,0.02,0.878,0.041,0.061,0.0,0.0,0.98,0.02,0.98,1,0,0,277322_54,0.081
118,7482,7482,587727227304804420,00:37:33.68,-09:13:08.3,22,0.0,0.955,0.0,0.045,0.0,0.0,1.0,0.0,1.0,1,0,0,277325_3092,0.045
119,7490,7490,587727227304935542,00:38:36.47,-09:11:45.0,21,0.0,0.952,0.0,0.0,0.0,0.048,0.952,0.0,0.952,1,0,0,277326_3810,0.048
120,7621,7621,587727227306246237,00:50:49.67,-09:08:49.7,24,0.042,0.875,0.042,0.042,0.0,0.0,0.958,0.042,0.958,1,0,0,277338_4872,0.084
121,7691,7691,587727227307294770,01:00:45.83,-09:11:08.5,26,0.0,0.962,0.0,0.0,0.0,0.038,0.962,0.0,0.962,1,0,0,277348_3965,0.038
122,7767,7767,587727226772390006,01:19:03.72,-09:16:30.4,36,0.0,0.889,0.0,0.083,0.0,0.028,0.972,0.0,0.972,1,0,0,277366_1702,0.111
123,7776,7776,587727226772652131,01:21:28.65,-09:19:33.2,33,0.03,0.939,0.0,0.0,0.03,0.0,0.939,0.007,0.962,1,0,0,277368_872,0.06
124,7783,7783,587727226772979814,01:24:18.66,-09:13:09.9,23,0.0,0.957,0.0,0.043,0.0,0.0,1.0,0.0,1.0,1,0,0,277371_2709,0.043
125,7869,7869,587727179534041124,01:40:19.06,-09:21:10.5,22,0.091,0.818,0.091,0.0,0.0,0.0,0.909,0.082,0.918,1,0,0,277387_673,0.091
126,7874,7874,587727179534172254,01:41:19.48,-09:13:32.5,28,0.0,0.893,0.0,0.0,0.0,0.107,0.893,0.0,0.893,1,0,0,277388_4122,0.107
127,7936,7936,587727178999005321,01:57:20.58,-09:20:18.5,27,0.074,0.926,0.0,0.0,0.0,0.0,0.926,0.013,0.987,1,0,0,277403_1255,0.074
128,7999,7999,587727179000447051,02:10:44.12,-09:13:42.2,53,0.057,0.83,0.0,0.113,0.0,0.0,0.943,0.017,0.983,1,0,0,277417_4171,0.17
129,8021,8021,587727779743072337,02:13:53.84,-09:17:58.2,29,0.034,0.897,0.069,0.0,0.0,0.0,0.966,0.007,0.993,1,0,0,277420_2318,0.034
130,8102,8102,587727178466001077,02:33:25.06,-09:11:27.2,30,0.0,0.967,0.033,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,277439_5080,0.0
131,8114,8114,587724240151707835,02:36:39.08,-09:11:59.1,58,0.0,0.983,0.0,0.0,0.0,0.017,0.983,0.0,0.983,1,0,0,277442_4328,0.017
132,8155,8155,587727212276154597,21:53:05.12,-09:11:05.0,31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,278584_3882,0.0
133,8169,8169,587730815747752030,21:54:56.66,-09:18:08.7,40,0.05,0.95,0.0,0.0,0.0,0.0,0.95,0.05,0.95,1,0,0,278586_1097,0.05
134,8177,8177,587730815747686677,21:54:57.01,-09:10:13.3,32,0.031,0.906,0.0,0.062,0.0,0.0,0.969,0.018,0.982,1,0,0,278586_3428,0.093
135,8435,8435,587726878348738729,22:42:59.28,-09:12:30.7,23,0.087,0.913,0.0,0.0,0.0,0.0,0.913,0.039,0.961,1,0,0,278633_2907,0.087
136,8516,8516,587730817365901477,23:05:17.34,-09:21:39.5,16,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,278655_174,0.0
137,8523,8523,587726878888362101,23:08:18.88,-09:18:11.4,22,0.091,0.818,0.0,0.091,0.0,0.0,0.909,0.078,0.922,1,0,0,278658_1481,0.182
138,8540,8540,587726878888493189,23:09:30.25,-09:10:01.4,26,0.038,0.846,0.077,0.038,0.0,0.0,0.962,0.019,0.981,1,0,0,278660_4417,0.076
139,8541,8541,587726878888624333,23:10:36.92,-09:19:31.9,53,0.075,0.849,0.0,0.038,0.019,0.019,0.887,0.027,0.934,1,0,0,278661_1125,0.151
140,8601,8601,587727875305570429,23:28:10.42,-09:20:12.8,29,0.034,0.966,0.0,0.0,0.0,0.0,0.966,0.034,0.966,1,0,0,278678_709,0.034
141,8689,8689,587727875844604004,23:48:01.67,-09:11:55.6,33,0.061,0.879,0.0,0.061,0.0,0.0,0.939,0.033,0.967,1,0,0,278698_2792,0.122
142,8716,8716,587727227300282565,23:55:54.66,-09:13:46.8,28,0.0,0.929,0.036,0.0,0.0,0.036,0.964,0.0,0.964,1,0,0,278705_2742,0.036
143,8727,8727,587727227300348065,23:56:27.85,-09:18:19.7,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,278706_1143,0.0
144,8761,8761,587727180597428330,00:04:34.27,-09:03:09.3,38,0.0,0.842,0.0,0.132,0.0,0.026,0.974,0.0,0.974,1,0,0,278714_1557,0.158
145,8764,8764,587727227838136451,00:04:54.03,-08:53:40.7,28,0.0,0.929,0.0,0.036,0.036,0.0,0.964,0.0,0.964,1,0,0,278714_5099,0.072
146,8768,8768,587727180597493864,00:05:04.48,-09:04:03.9,44,0.0,0.864,0.0,0.023,0.045,0.068,0.886,0.0,0.886,1,0,0,278715_979,0.136
147,8782,8782,587727180597887054,00:08:51.20,-09:03:54.9,42,0.071,0.833,0.0,0.071,0.024,0.0,0.905,0.071,0.905,1,0,0,278718_1245,0.166
148,8931,8931,587727180601229418,00:39:30.96,-09:02:22.8,28,0.0,0.964,0.036,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,278749_1607,0.0
149,9063,9063,587727180603195480,00:57:48.33,-08:57:29.2,56,0.054,0.857,0.018,0.054,0.0,0.018,0.929,0.018,0.964,1,0,0,278767_3043,0.126
150,9112,9112,587727227308081286,01:08:11.22,-09:07:12.9,36,0.056,0.833,0.0,0.028,0.028,0.056,0.861,0.053,0.863,1,0,0,278777_78,0.168
151,9138,9138,587727180068093998,01:14:11.60,-09:06:07.2,24,0.083,0.875,0.0,0.042,0.0,0.0,0.917,0.083,0.917,1,0,0,278783_503,0.125
152,9213,9213,587727231595053203,01:30:50.72,-08:52:31.1,37,0.0,0.946,0.0,0.027,0.027,0.0,0.973,0.0,0.973,1,0,0,278799_5413,0.054
153,9229,9229,587727180070584389,01:37:03.55,-09:00:24.3,31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,278805_3624,0.0
154,9328,9328,587727231059886153,01:46:36.04,-08:59:44.2,33,0.03,0.848,0.03,0.0,0.0,0.091,0.879,0.03,0.879,1,0,0,278815_4011,0.121
155,9351,9351,587727231060475965,01:51:36.40,-08:56:10.6,39,0.0,0.872,0.026,0.051,0.051,0.0,0.949,0.0,0.949,1,0,0,278820_6453,0.102
156,9406,9406,587727179536203892,02:00:31.44,-09:02:05.5,29,0.034,0.931,0.034,0.0,0.0,0.0,0.966,0.034,0.966,1,0,0,278829_2331,0.034
157,9407,9407,587727179536269325,02:00:48.62,-09:00:09.3,26,0.115,0.808,0.0,0.077,0.0,0.0,0.885,0.115,0.885,1,0,0,278829_2944,0.192
158,9425,9425,587727179536597057,02:03:45.46,-08:52:49.1,39,0.051,0.846,0.026,0.077,0.0,0.0,0.949,0.051,0.949,1,0,0,278832_7424,0.128
159,9438,9438,587727780547657804,02:07:10.44,-09:01:30.9,35,0.0,0.886,0.0,0.0,0.0,0.114,0.886,0.0,0.886,1,0,0,278835_2209,0.114
160,9482,9482,587727179000971285,02:15:34.36,-09:05:37.1,49,0.041,0.939,0.0,0.0,0.02,0.0,0.939,0.041,0.939,1,0,0,278844_632,0.061
161,9485,9485,587727179001102453,02:16:51.20,-08:57:50.5,32,0.0,0.969,0.031,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,278845_4198,0.0
