,index,Unnamed: 0,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,dr8_id,P_OTHER
3313,162561,162561,587734892753911887,12:07:14.83,+09:48:27.6,58,0.034,0.948,0.017,0.0,0.0,0.0,0.966,0.034,0.966,1,0,0,387027_3450,0.034
3314,162746,162746,587732771058679830,12:39:11.05,+09:41:35.6,36,0.0,0.944,0.0,0.028,0.0,0.028,0.972,0.0,0.972,1,0,0,387058_1214,0.056
3315,162785,162785,588017991220920439,12:44:45.60,+09:45:26.3,30,0.067,0.867,0.033,0.0,0.0,0.033,0.9,0.062,0.905,1,0,0,387064_1904,0.1
3316,162805,162805,587732771059859656,12:50:03.24,+09:37:57.8,83,0.024,0.928,0.024,0.012,0.0,0.012,0.964,0.003,0.985,1,0,0,387069_116,0.048
3317,162835,162835,588017991222427762,12:58:44.78,+09:45:18.2,22,0.045,0.955,0.0,0.0,0.0,0.0,0.955,0.019,0.981,1,0,0,387077_2687,0.045
3318,162963,162963,587736542548656291,13:21:07.95,+09:50:02.8,39,0.0,0.923,0.0,0.0,0.0,0.077,0.923,0.0,0.923,1,0,0,387100_4358,0.077
3319,162964,162964,587736542548852937,13:23:05.66,+09:41:11.7,35,0.114,0.829,0.029,0.029,0.0,0.0,0.886,0.052,0.948,1,0,0,387101_1379,0.143
3320,162973,162973,587736542548983856,13:24:10.02,+09:39:42.2,33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387102_538,0.0
3321,162997,162997,588017991762575447,13:29:00.77,+09:51:32.9,24,0.0,0.917,0.042,0.042,0.0,0.0,1.0,0.0,1.0,1,0,0,387107_4603,0.042
3322,163095,163095,587736543088410816,13:47:43.73,+09:42:48.1,29,0.0,0.966,0.0,0.034,0.0,0.0,1.0,0.0,1.0,1,0,0,387126_1800,0.034
3323,163185,163185,587736543089590369,13:59:09.87,+09:41:41.8,40,0.0,0.975,0.0,0.0,0.025,0.0,0.975,0.0,0.975,1,0,0,387137_1408,0.025
3324,163189,163189,587736543089590470,13:59:01.59,+09:38:55.2,25,0.0,0.92,0.0,0.08,0.0,0.0,1.0,0.0,1.0,1,0,0,387137_477,0.08
3325,163252,163252,588017992303444157,14:06:24.22,+09:39:21.8,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387144_625,0.0
3326,163277,163277,587736543627444362,14:07:49.05,+09:49:19.2,39,0.0,0.846,0.0,0.0,0.0,0.154,0.846,0.0,0.846,1,0,0,387146_3501,0.154
3327,163290,163290,587736543627640870,14:09:48.61,+09:51:30.5,65,0.015,0.908,0.031,0.015,0.0,0.031,0.954,0.015,0.954,1,0,0,387148_4383,0.061
3328,163293,163293,587736543627772072,14:10:55.58,+09:45:41.8,56,0.036,0.839,0.018,0.089,0.018,0.0,0.946,0.005,0.976,1,0,0,387149_2795,0.143
3329,163332,163332,588017992841691407,14:19:20.23,+09:45:24.0,67,0.0,0.896,0.03,0.015,0.045,0.015,0.94,0.0,0.94,1,0,0,387157_2482,0.075
3330,163342,163342,588017702408749228,14:20:42.48,+09:51:18.3,30,0.0,0.967,0.033,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387158_4629,0.0
3331,163366,163366,588017702409273532,14:25:30.55,+09:51:27.1,33,0.0,0.97,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387163_4585,0.0
3332,163369,163369,587736477054075002,14:28:16.63,+09:51:10.2,56,0.0,0.929,0.0,0.018,0.036,0.018,0.946,0.0,0.946,1,0,0,387166_4833,0.072
3333,163370,163370,588017702409732251,14:29:43.31,+09:41:13.3,23,0.043,0.87,0.043,0.0,0.0,0.043,0.913,0.005,0.95,1,0,0,387167_1388,0.086
3334,163416,163416,587736477054664857,14:33:16.63,+09:39:42.5,28,0.0,0.964,0.036,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387171_495,0.0
3335,163446,163446,587736477055254921,14:39:05.53,+09:38:54.5,52,0.0,0.981,0.0,0.0,0.0,0.019,0.981,0.0,0.981,1,0,0,387176_422,0.019
3336,163459,163459,588017702947979548,14:42:38.44,+09:42:24.5,63,0.032,0.921,0.032,0.016,0.0,0.0,0.968,0.016,0.984,1,0,0,387180_1560,0.048
3337,163472,163472,588017702948176069,14:44:20.85,+09:39:57.0,64,0.016,0.953,0.016,0.0,0.0,0.016,0.969,0.01,0.974,1,0,0,387182_710,0.032
3338,163524,163524,588017703485833441,14:51:47.25,+09:47:33.6,61,0.0,0.934,0.049,0.016,0.0,0.0,1.0,0.0,1.0,1,0,0,387189_3408,0.016
3339,163557,163557,587736478130897092,14:56:59.86,+09:44:33.3,21,0.0,0.952,0.048,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387194_2398,0.0
3340,163716,163716,588017704562655432,15:20:25.90,+09:43:14.2,38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387217_1734,0.0
3341,163733,163733,587736812058902723,15:24:24.99,+09:42:47.2,55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,387221_1781,0.0
3342,163736,163736,587736812058968188,15:25:22.51,+09:43:52.3,26,0.0,0.962,0.0,0.038,0.0,0.0,1.0,0.0,1.0,1,0,0,387222_2074,0.038
3343,163778,163778,587736812596560052,15:31:48.57,+09:51:07.9,60,0.033,0.917,0.017,0.033,0.0,0.0,0.967,0.022,0.978,1,0,0,387228_4832,0.066
3344,163800,163800,587736812597018871,15:36:04.80,+09:44:09.9,28,0.071,0.929,0.0,0.0,0.0,0.0,0.929,0.071,0.929,1,0,0,387233_2185,0.071
3345,163810,163810,587736915685146779,15:39:37.46,+09:39:11.0,24,0.042,0.833,0.042,0.083,0.0,0.0,0.958,0.016,0.984,1,0,0,387236_612,0.125
3346,163833,163833,587736916222673296,15:45:38.57,+09:49:14.2,23,0.13,0.826,0.0,0.043,0.0,0.0,0.87,0.13,0.87,1,0,0,387242_3599,0.173
3347,163844,163844,587736813672333443,15:51:04.35,+09:43:57.4,29,0.0,0.897,0.069,0.034,0.0,0.0,1.0,0.0,1.0,1,0,0,387247_1805,0.034
3348,163970,163970,587742550692331884,16:23:31.73,+09:51:50.1,23,0.043,0.957,0.0,0.0,0.0,0.0,0.957,0.014,0.986,1,0,0,387279_5896,0.043
3349,164051,164051,587730773333770556,21:11:45.90,+09:38:13.7,24,0.083,0.833,0.042,0.042,0.0,0.0,0.917,0.01,0.99,1,0,0,387564_174,0.125
3350,164065,164065,587730773334360789,21:17:17.13,+09:46:00.7,56,0.018,0.982,0.0,0.0,0.0,0.0,0.982,0.009,0.991,1,0,0,387569_4077,0.018
3351,164076,164076,587727220859339251,21:18:53.74,+09:48:55.3,27,0.0,0.852,0.074,0.037,0.037,0.0,0.963,0.0,0.963,1,0,0,387571_5143,0.074
3352,164136,164136,587742061045743660,08:04:00.08,+10:00:31.4,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388207_2990,0.0
3353,164172,164172,587745244153315730,08:14:15.00,+10:03:00.9,54,0.13,0.815,0.0,0.037,0.0,0.019,0.852,0.032,0.948,1,0,0,388217_3345,0.186
3354,164243,164243,587745403069661530,08:33:43.68,+09:59:25.5,43,0.047,0.884,0.023,0.047,0.0,0.0,0.953,0.015,0.985,1,0,0,388236_2454,0.094
3355,164275,164275,587745539435790605,08:43:56.11,+09:55:23.4,53,0.0,0.981,0.019,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388246_999,0.0
3356,164281,164281,587745401997164836,08:45:30.38,+09:55:37.1,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388248_1083,0.0
3357,164283,164283,587745539435987088,08:45:54.19,+09:58:19.9,38,0.053,0.868,0.053,0.0,0.026,0.0,0.921,0.053,0.921,1,0,0,388248_1659,0.079
3358,164407,164407,587735348017954973,09:10:20.82,+09:59:40.3,26,0.0,0.962,0.0,0.038,0.0,0.0,1.0,0.0,1.0,1,0,0,388272_2130,0.038
3359,164412,164412,588017677692895462,09:10:23.64,+10:04:16.8,32,0.062,0.844,0.0,0.031,0.0,0.062,0.875,0.062,0.875,1,0,0,388272_3513,0.155
3360,164476,164476,587735344798892083,09:29:18.88,+10:04:55.5,26,0.038,0.962,0.0,0.0,0.0,0.0,0.962,0.012,0.988,1,0,0,388291_3147,0.038
3361,164488,164488,587735344799088886,09:31:35.22,+10:06:43.9,40,0.125,0.825,0.0,0.025,0.025,0.0,0.85,0.028,0.945,1,0,0,388293_4461,0.175
3362,164494,164494,587735344799154422,09:32:13.38,+10:00:17.3,40,0.05,0.925,0.0,0.025,0.0,0.0,0.95,0.01,0.99,1,0,0,388294_2280,0.075
3363,164509,164509,587735344799350940,09:34:02.78,+10:06:31.3,58,0.103,0.845,0.0,0.017,0.034,0.0,0.862,0.103,0.862,1,0,0,388296_3475,0.154
3364,164550,164550,587735344263135446,09:40:11.11,+09:57:04.3,31,0.0,0.935,0.0,0.032,0.0,0.032,0.968,0.0,0.968,1,0,0,388302_1597,0.064
3365,164620,164620,587735343727575171,09:52:31.29,+09:52:59.4,58,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388314_27,0.0
3366,164641,164641,587735343728033922,09:56:35.18,+10:05:40.8,70,0.057,0.857,0.029,0.043,0.0,0.014,0.929,0.04,0.946,1,0,0,388318_4143,0.114
3367,164776,164776,587734864295166018,10:27:33.40,+09:54:13.7,30,0.0,0.9,0.0,0.067,0.0,0.033,0.967,0.0,0.967,1,0,0,388348_446,0.1
3368,164778,164778,587734864295166164,10:27:45.47,+09:56:42.3,65,0.0,0.985,0.0,0.015,0.0,0.0,1.0,0.0,1.0,1,0,0,388349_1135,0.015
3369,164905,164905,587732772121608304,10:59:07.06,+10:00:45.0,30,0.0,0.967,0.033,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388379_2072,0.0
3370,164926,164926,587732772121804975,11:00:39.67,+09:52:36.0,32,0.0,0.875,0.0,0.125,0.0,0.0,1.0,0.0,1.0,1,0,0,388381_11,0.125
3371,164928,164928,587732772121739456,11:00:26.58,+09:57:10.9,51,0.0,0.98,0.0,0.0,0.0,0.02,0.98,0.0,0.98,1,0,0,388381_1452,0.02
3372,164958,164958,587732772122263693,11:05:03.45,+09:55:20.1,38,0.105,0.842,0.026,0.026,0.0,0.0,0.895,0.029,0.971,1,0,0,388385_979,0.131
3373,165019,165019,587734893285867586,11:21:39.33,+09:54:27.7,43,0.07,0.814,0.0,0.07,0.047,0.0,0.884,0.067,0.887,1,0,0,388402_518,0.187
3374,165103,165103,587732771589062932,11:38:54.99,+09:54:10.9,28,0.071,0.893,0.0,0.0,0.0,0.036,0.893,0.011,0.951,1,0,0,388419_429,0.107
3375,165217,165217,587732771590045877,11:48:25.03,+09:57:56.3,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388428_1699,0.0
3376,165229,165229,587732771590176904,11:49:21.36,+10:05:33.7,56,0.018,0.893,0.0,0.054,0.036,0.0,0.946,0.003,0.961,1,0,0,388429_4396,0.108
3377,165277,165277,587732771591159942,11:58:27.53,+10:01:17.4,33,0.03,0.818,0.0,0.152,0.0,0.0,0.97,0.03,0.97,1,0,0,388438_2326,0.182
3378,165345,165345,587732771592208524,12:08:25.58,+10:01:00.0,31,0.065,0.903,0.0,0.032,0.0,0.0,0.935,0.061,0.939,1,0,0,388448_2449,0.097
3379,165455,165455,587734892756271213,12:29:22.50,+09:53:17.2,45,0.0,0.978,0.022,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388468_211,0.0
3380,165463,165463,587732771594502416,12:29:51.67,+10:06:08.7,32,0.0,0.938,0.0,0.062,0.0,0.0,1.0,0.0,1.0,1,0,0,388469_4590,0.062
3381,165617,165617,587732771597189278,12:54:28.00,+09:54:41.5,45,0.0,0.911,0.022,0.0,0.0,0.067,0.933,0.0,0.933,1,0,0,388493_637,0.067
3382,165668,165668,587732771598499954,13:06:24.82,+09:56:35.8,44,0.0,0.977,0.023,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388505_1261,0.0
3383,165677,165677,588017991760281768,13:08:00.48,+10:01:33.2,28,0.0,0.893,0.0,0.071,0.0,0.036,0.964,0.0,0.964,1,0,0,388507_2767,0.107
3384,165705,165705,588017991761068045,13:15:00.12,+10:01:42.7,39,0.026,0.846,0.0,0.026,0.0,0.103,0.872,0.017,0.88,1,0,0,388513_2509,0.155
3385,165758,165758,588017991762444428,13:28:10.67,+09:55:33.7,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388526_1048,0.0
3386,165767,165767,588017991762640968,13:30:08.19,+09:56:01.1,23,0.043,0.913,0.0,0.0,0.043,0.0,0.913,0.008,0.947,1,0,0,388528_1021,0.086
3387,165769,165769,588017991762641019,13:29:44.44,+09:55:59.3,30,0.033,0.833,0.0,0.133,0.0,0.0,0.967,0.031,0.969,1,0,0,388528_1111,0.166
3388,165809,165809,587736543086837915,13:33:27.43,+10:06:23.7,27,0.037,0.926,0.037,0.0,0.0,0.0,0.963,0.028,0.972,1,0,0,388532_4776,0.037
3389,165817,165817,587736543086969014,13:34:39.80,+09:55:27.3,28,0.0,0.964,0.0,0.036,0.0,0.0,1.0,0.0,1.0,1,0,0,388533_831,0.036
3390,165888,165888,588017992301281419,13:46:14.30,+09:57:05.1,56,0.036,0.911,0.054,0.0,0.0,0.0,0.964,0.01,0.99,1,0,0,388544_1577,0.036
3391,165938,165938,588017992302264424,13:55:16.97,+09:56:32.6,27,0.0,0.963,0.0,0.037,0.0,0.0,1.0,0.0,1.0,1,0,0,388553_966,0.037
3392,165941,165941,588017992302330029,13:56:03.09,+09:54:52.4,52,0.019,0.962,0.019,0.0,0.0,0.0,0.981,0.019,0.981,1,0,0,388554_719,0.019
3393,165959,165959,587736543626461291,13:58:42.65,+10:00:50.9,33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388557_2624,0.0
3394,165960,165960,588017992302723209,13:59:39.09,+09:53:58.7,29,0.034,0.828,0.0,0.103,0.0,0.034,0.931,0.006,0.959,1,0,0,388557_449,0.171
3395,165970,165970,588017992302854253,14:00:42.77,+09:53:03.3,27,0.0,0.926,0.0,0.074,0.0,0.0,1.0,0.0,1.0,1,0,0,388559_116,0.074
3396,166025,166025,587736543627509941,14:08:39.26,+09:53:22.4,54,0.019,0.926,0.056,0.0,0.0,0.0,0.981,0.019,0.981,1,0,0,388566_226,0.019
3397,166065,166065,588017702408290514,14:16:35.21,+09:59:07.9,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388574_2207,0.0
3398,166164,166164,588017702947324170,14:36:29.51,+09:56:17.7,36,0.0,0.889,0.083,0.028,0.0,0.0,1.0,0.0,1.0,1,0,0,388594_1175,0.028
3399,166194,166194,587736477592125662,14:39:18.70,+09:56:11.9,64,0.062,0.812,0.031,0.078,0.0,0.016,0.922,0.022,0.962,1,0,0,388597_1098,0.156
3400,166199,166199,588017703484522784,14:39:55.33,+10:05:59.4,36,0.0,0.944,0.028,0.028,0.0,0.0,1.0,0.0,1.0,1,0,0,388597_3975,0.028
3401,166228,166228,588017703485178020,14:45:31.05,+09:54:40.7,33,0.061,0.879,0.0,0.061,0.0,0.0,0.939,0.042,0.958,1,0,0,388603_569,0.122
3402,166258,166258,588017703485964500,14:52:55.58,+09:52:30.3,47,0.043,0.872,0.021,0.043,0.021,0.0,0.936,0.036,0.943,1,0,0,388610_13,0.107
3403,166263,166263,587736478130503873,14:53:14.85,+10:02:24.3,33,0.0,0.939,0.061,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388610_3288,0.0
3404,166280,166280,588017704023294222,14:57:26.25,+10:03:20.8,36,0.0,0.917,0.056,0.028,0.0,0.0,1.0,0.0,1.0,1,0,0,388614_3574,0.028
3405,166288,166288,588017704023359711,14:57:52.24,+10:01:49.8,53,0.019,0.906,0.075,0.0,0.0,0.0,0.981,0.006,0.994,1,0,0,388615_2946,0.019
3406,166341,166341,587736478668750878,15:06:02.53,+09:55:48.1,56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388623_875,0.0
3407,166354,166354,587736478668947602,15:07:38.92,+09:53:28.9,52,0.0,0.962,0.0,0.038,0.0,0.0,1.0,0.0,1.0,1,0,0,388625_198,0.038
3408,166408,166408,587736812058247432,15:18:45.28,+10:00:55.6,22,0.045,0.818,0.0,0.091,0.045,0.0,0.909,0.02,0.933,1,0,0,388635_2817,0.181
3409,166414,166414,587736812058247443,15:18:49.41,+10:01:41.8,31,0.0,0.903,0.0,0.097,0.0,0.0,1.0,0.0,1.0,1,0,0,388636_3112,0.097
3410,166543,166543,587736813671809080,15:46:20.51,+09:59:44.0,39,0.103,0.821,0.0,0.077,0.0,0.0,0.897,0.039,0.961,1,0,0,388663_1983,0.18
3411,166549,166549,587736916759740889,15:47:59.66,+10:04:44.5,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,388664_3921,0.0
3412,166560,166560,587742627457859846,15:50:30.39,+10:03:33.0,25,0.04,0.84,0.04,0.04,0.04,0.0,0.92,0.02,0.94,1,0,0,388667_3552,0.12
3413,166595,166595,587742610811650334,15:59:23.52,+10:06:16.6,30,0.0,0.967,0.0,0.033,0.0,0.0,1.0,0.0,1.0,1,0,0,388676_5001,0.033
3414,166661,166661,587742589333209177,16:20:56.36,+09:53:45.6,57,0.018,0.825,0.018,0.018,0.0,0.123,0.86,0.007,0.869,1,0,0,388697_111,0.159
3415,166662,166662,587742589333274931,16:21:25.45,+09:55:53.2,62,0.0,0.984,0.0,0.0,0.0,0.016,0.984,0.0,0.984,1,0,0,388697_1587,0.016
3416,166767,166767,587730773334557456,21:18:58.08,+09:56:28.0,31,0.032,0.806,0.0,0.161,0.0,0.0,0.968,0.005,0.995,1,0,0,388991_1627,0.193
3417,166831,166831,587742010042090046,07:59:16.50,+10:12:06.0,37,0.0,0.973,0.0,0.0,0.0,0.027,0.973,0.0,0.973,1,0,0,389621_1913,0.027
3418,166837,166837,587742010042220716,08:00:26.91,+10:13:08.9,42,0.024,0.929,0.0,0.0,0.0,0.048,0.929,0.021,0.932,1,0,0,389623_2566,0.072
3419,166891,166891,587744874786259294,08:14:59.47,+10:18:20.4,30,0.033,0.867,0.033,0.0,0.0,0.067,0.9,0.028,0.905,1,0,0,389637_3573,0.1
3420,166967,166967,587745403606598107,08:33:53.27,+10:18:57.5,34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389656_3879,0.0
3421,167060,167060,587735349090582881,08:59:45.09,+10:11:20.7,47,0.085,0.872,0.021,0.021,0.0,0.0,0.915,0.035,0.965,1,0,0,389681_1041,0.106
3422,167065,167065,588017678228848806,09:01:24.57,+10:12:00.6,53,0.019,0.943,0.038,0.0,0.0,0.0,0.981,0.019,0.981,1,0,0,389683_1240,0.019
3423,167072,167072,588017678229045279,09:03:11.25,+10:09:07.1,32,0.0,0.844,0.031,0.0,0.0,0.125,0.875,0.0,0.875,1,0,0,389684_416,0.125
3424,167120,167120,587735348554694848,09:08:57.93,+10:18:09.8,56,0.0,0.982,0.0,0.0,0.0,0.018,0.982,0.0,0.982,1,0,0,389690_3760,0.018
3425,167157,167157,587735348018544794,09:15:55.00,+10:07:57.1,27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389697_48,0.0
3426,167159,167159,587735348018610332,09:15:59.46,+10:09:53.5,39,0.0,0.974,0.026,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389697_685,0.0
3427,167177,167177,588017677157204059,09:21:15.57,+10:17:41.1,36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389702_3028,0.0
3428,167206,167206,587734950198378647,09:31:22.21,+10:14:27.2,35,0.029,0.914,0.029,0.0,0.0,0.029,0.943,0.029,0.943,1,0,0,389712_2284,0.058
3429,167332,167332,587735344264642598,09:53:55.17,+10:22:23.5,28,0.036,0.929,0.0,0.0,0.0,0.036,0.929,0.036,0.929,1,0,0,389734_4397,0.072
3430,167472,167472,587734948056465565,10:23:28.12,+10:10:16.5,56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389763_788,0.0
3431,167728,167728,587734893820969108,11:05:11.86,+10:18:22.9,16,0.0,0.938,0.0,0.0,0.0,0.062,0.938,0.0,0.938,1,0,0,389805_3290,0.062
3432,167806,167806,587732772124360818,11:24:29.03,+10:11:01.8,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389824_1079,0.0
3433,167910,167910,587734893287964700,11:41:03.68,+10:13:30.4,37,0.0,0.973,0.027,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389840_2023,0.0
3434,167923,167923,587732772126195846,11:41:25.23,+10:20:18.4,36,0.028,0.833,0.056,0.056,0.0,0.028,0.944,0.015,0.957,1,0,0,389840_4947,0.112
3435,168087,168087,587734893289799787,11:58:22.09,+10:17:09.6,30,0.0,0.933,0.033,0.0,0.0,0.033,0.967,0.0,0.967,1,0,0,389857_3197,0.033
3436,168168,168168,587734893290913849,12:08:48.82,+10:13:42.7,59,0.017,0.847,0.017,0.068,0.051,0.0,0.932,0.017,0.932,1,0,0,389867_1831,0.136
3437,168218,168218,587734893292224561,12:20:29.53,+10:14:42.6,29,0.0,0.966,0.034,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389879_2321,0.0
3438,168239,168239,587734893292486763,12:23:07.32,+10:21:44.2,28,0.0,0.929,0.0,0.036,0.0,0.036,0.964,0.0,0.964,1,0,0,389881_5213,0.072
3439,168312,168312,587734893293928553,12:36:34.96,+10:19:03.9,43,0.047,0.86,0.0,0.093,0.0,0.0,0.953,0.024,0.976,1,0,0,389895_3346,0.14
3440,168346,168346,588017991757725844,12:44:23.08,+10:11:19.8,67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389902_856,0.0
3441,168348,168348,588017991757791426,12:44:53.76,+10:16:56.5,31,0.0,0.935,0.0,0.0,0.0,0.065,0.935,0.0,0.935,1,0,0,389903_2553,0.065
3442,168352,168352,588017991757856778,12:45:16.33,+10:11:27.6,36,0.028,0.944,0.0,0.0,0.0,0.028,0.944,0.028,0.944,1,0,0,389903_983,0.056
3443,168369,168369,587732772133470286,12:48:49.80,+10:21:32.1,27,0.037,0.926,0.0,0.037,0.0,0.0,0.963,0.037,0.963,1,0,0,389907_4089,0.074
3444,168477,168477,587736543084806334,13:14:42.91,+10:20:15.4,43,0.023,0.93,0.047,0.0,0.0,0.0,0.977,0.013,0.987,1,0,0,389932_3830,0.023
3445,168530,168530,588017992299642922,13:31:00.00,+10:15:21.4,32,0.031,0.844,0.094,0.031,0.0,0.0,0.969,0.021,0.979,1,0,0,389948_2153,0.062
3446,168579,168579,587736543624167670,13:37:54.34,+10:21:51.9,34,0.029,0.824,0.0,0.059,0.029,0.059,0.882,0.007,0.903,1,0,0,389955_4610,0.176
3447,168581,168581,588017992300495006,13:38:50.18,+10:10:44.5,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,389956_1027,0.0
3448,168617,168617,587736543624626352,13:41:56.95,+10:18:07.5,36,0.0,0.972,0.0,0.028,0.0,0.0,1.0,0.0,1.0,1,0,0,389959_3474,0.028
3449,168650,168650,587736543625216173,13:47:15.96,+10:08:41.1,31,0.0,0.968,0.0,0.0,0.032,0.0,0.968,0.0,0.968,1,0,0,389964_260,0.032
3450,168757,168757,587736477051912374,14:07:59.16,+10:21:55.8,26,0.0,0.962,0.0,0.038,0.0,0.0,1.0,0.0,1.0,1,0,0,389985_4492,0.038
3451,168786,168786,587736477052698762,14:15:27.94,+10:20:37.2,47,0.021,0.915,0.0,0.021,0.021,0.021,0.936,0.017,0.941,1,0,0,389992_4073,0.084
3452,168823,168823,588017702946406516,14:28:02.51,+10:08:43.2,55,0.0,0.964,0.018,0.018,0.0,0.0,1.0,0.0,1.0,1,0,0,390004_295,0.018
3453,168827,168827,587736477590880312,14:27:43.79,+10:20:57.2,27,0.0,0.963,0.0,0.0,0.037,0.0,0.963,0.0,0.963,1,0,0,390004_4807,0.037
3454,168830,168830,588017702946471967,14:28:38.91,+10:12:17.9,27,0.037,0.926,0.0,0.037,0.0,0.0,0.963,0.037,0.963,1,0,0,390005_1576,0.074
3455,168834,168834,587736477591011459,14:28:39.16,+10:16:56.9,26,0.077,0.846,0.038,0.038,0.0,0.0,0.923,0.017,0.983,1,0,0,390005_3393,0.115
3456,168898,168898,588017703484391705,14:38:38.32,+10:07:45.4,61,0.0,0.967,0.016,0.0,0.016,0.0,0.984,0.0,0.984,1,0,0,390015_130,0.016
3457,168911,168911,588017703484588162,14:40:23.00,+10:16:37.1,27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,390016_2949,0.0
3458,168989,168989,588017704022966423,14:54:16.98,+10:13:49.5,66,0.076,0.818,0.0,0.076,0.015,0.015,0.894,0.066,0.903,1,0,0,390030_2176,0.182
3459,169117,169117,587736812057788676,15:14:29.71,+10:19:59.5,32,0.0,0.875,0.031,0.094,0.0,0.0,1.0,0.0,1.0,1,0,0,390050_4130,0.094
3460,169133,169133,587736812057985200,15:16:12.25,+10:15:25.4,28,0.0,0.821,0.0,0.179,0.0,0.0,1.0,0.0,1.0,1,0,0,390052_2431,0.179
3461,169135,169135,587736915145851106,15:16:43.28,+10:18:47.3,24,0.0,0.875,0.083,0.042,0.0,0.0,1.0,0.0,1.0,1,0,0,390052_3457,0.042
3462,169139,169139,587736812058116308,15:17:34.57,+10:07:32.8,47,0.0,0.851,0.0,0.128,0.021,0.0,0.979,0.0,0.979,1,0,0,390053_10,0.149
3463,169209,169209,587736915684032758,15:29:17.31,+10:12:45.6,39,0.0,0.974,0.026,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,390065_1770,0.0
3464,169230,169230,587736813133562137,15:33:46.64,+10:17:14.2,58,0.0,0.966,0.0,0.034,0.0,0.0,1.0,0.0,1.0,1,0,0,390069_3360,0.034
3465,169237,169237,587736916221362276,15:33:42.59,+10:20:05.6,34,0.059,0.941,0.0,0.0,0.0,0.0,0.941,0.022,0.978,1,0,0,390069_4275,0.059
3466,169287,169287,587736916759478523,15:45:15.37,+10:16:02.4,36,0.083,0.833,0.0,0.083,0.0,0.0,0.917,0.051,0.949,1,0,0,390080_2761,0.166
3467,169355,169355,587742628532584809,16:00:13.01,+10:17:56.5,32,0.031,0.906,0.062,0.0,0.0,0.0,0.969,0.006,0.994,1,0,0,390095_3866,0.031
3468,169417,169417,587742550691938718,16:19:53.15,+10:17:11.2,29,0.034,0.931,0.034,0.0,0.0,0.0,0.966,0.028,0.972,1,0,0,390114_3494,0.034
3469,169436,169436,587742551229137096,16:23:19.72,+10:19:02.7,23,0.043,0.913,0.0,0.043,0.0,0.0,0.957,0.036,0.964,1,0,0,390118_4587,0.086
3470,169457,169457,587727222736618545,21:02:15.63,+10:11:38.1,33,0.0,0.848,0.061,0.061,0.03,0.0,0.97,0.0,0.97,1,0,0,390392_2129,0.091
3471,169460,169460,587727222468313125,21:02:57.76,+10:10:38.6,48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,390393_1380,0.0
