Unnamed: 0,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,dr8_id
9993,587726878885413025,22:41:06.56,-08:52:48.4,32,0.062,0.875,0.062,0.0,0.0,0.0,0.938,0.039,0.961,1,0,0,280055_4443
10030,587730817364066476,22:48:13.59,-09:05:44.7,37,0.027,0.919,0.0,0.054,0.0,0.0,0.973,0.006,0.994,1,0,0,280063_504
10115,587726879425364092,23:09:31.22,-08:52:54.0,30,0.033,0.833,0.033,0.067,0.033,0.0,0.933,0.01,0.956,1,0,0,280084_4341
10130,587730817903821004,23:15:09.84,-09:01:54.2,45,0.0,0.911,0.0,0.044,0.0,0.044,0.956,0.0,0.956,1,0,0,280089_1614
10299,587727180596379731,23:54:36.31,-09:01:36.3,52,0.0,0.923,0.019,0.058,0.0,0.0,1.0,0.0,1.0,1,0,0,280128_1892
10503,587727227843117173,00:51:11.08,-08:51:29.4,23,0.0,0.913,0.043,0.0,0.0,0.043,0.957,0.0,0.957,1,0,0,280184_313
10504,587727227843182728,00:51:16.78,-08:41:39.3,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,280184_3384
10638,587727227845738598,01:14:56.30,-08:38:46.2,67,0.045,0.881,0.03,0.0,0.03,0.015,0.91,0.011,0.943,1,0,0,280208_4853
10796,587727180071370862,01:44:33.88,-08:46:23.2,34,0.029,0.941,0.0,0.0,0.0,0.029,0.941,0.029,0.941,1,0,0,280237_2834
10821,587727231060017292,01:47:45.05,-08:52:20.6,51,0.02,0.961,0.0,0.0,0.0,0.02,0.961,0.011,0.969,1,0,0,280240_26
10842,587727180072026195,01:50:38.49,-08:45:49.1,24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,280243_3471
10851,587727180072288271,01:52:48.42,-08:43:20.8,29,0.069,0.897,0.0,0.034,0.0,0.0,0.931,0.069,0.931,1,0,0,280245_4289
10979,587724241492443215,02:22:43.57,-08:43:08.5,64,0.062,0.844,0.016,0.078,0.0,0.0,0.938,0.056,0.944,1,0,0,280275_5075
11051,587724240688906442,02:39:11.50,-08:40:55.5,65,0.062,0.815,0.062,0.046,0.015,0.0,0.923,0.012,0.972,1,0,0,280291_5182
11056,587724240689037353,02:40:16.12,-08:46:37.0,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,280292_2471
11171,587727212273992086,21:33:21.90,-08:38:53.6,69,0.101,0.855,0.0,0.029,0.0,0.014,0.884,0.089,0.896,1,0,0,281412_5233
11185,587727212274188606,21:34:46.98,-08:40:28.3,27,0.0,0.963,0.037,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,281414_5135
11229,587726877268705499,21:44:27.26,-08:39:52.8,47,0.043,0.894,0.021,0.043,0.0,0.0,0.957,0.015,0.985,1,0,0,281423_3824
11344,587726877807345877,22:00:44.86,-08:48:47.2,48,0.021,0.958,0.0,0.021,0.0,0.0,0.979,0.008,0.992,1,0,0,281440_1235
11395,587730816823066793,22:10:17.88,-08:46:23.9,53,0.019,0.943,0.019,0.019,0.0,0.0,0.981,0.019,0.981,1,0,0,281449_1890
11425,587726878345658458,22:14:39.19,-08:41:08.3,29,0.069,0.862,0.0,0.034,0.0,0.034,0.897,0.017,0.947,1,0,0,281453_3268
11445,587726878346248382,22:19:45.53,-08:51:07.6,51,0.078,0.843,0.0,0.059,0.0,0.02,0.902,0.036,0.944,1,0,0,281458_422
11466,587726878346641619,22:23:34.19,-08:46:27.9,22,0.0,0.955,0.0,0.0,0.0,0.045,0.955,0.0,0.955,1,0,0,281462_1717
11626,587726878886134016,22:47:44.25,-08:49:25.0,32,0.031,0.875,0.031,0.062,0.0,0.0,0.969,0.005,0.995,1,0,0,281486_850
11670,587726879424315575,23:00:08.57,-08:39:53.0,57,0.0,0.895,0.0,0.07,0.0,0.035,0.965,0.0,0.965,1,0,0,281498_3387
11685,587726879424643217,23:03:02.32,-08:38:13.5,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,281501_3954
11753,587727180593037382,23:23:50.18,-08:39:46.5,56,0.0,0.964,0.018,0.018,0.0,0.0,1.0,0.0,1.0,1,0,0,281522_3796
11767,587727180593168562,23:24:56.59,-08:49:27.0,42,0.0,0.976,0.0,0.024,0.0,0.0,1.0,0.0,1.0,1,0,0,281523_687
11939,587727227846328351,01:20:33.33,-08:33:15.0,58,0.017,0.931,0.0,0.017,0.0,0.034,0.948,0.017,0.948,1,0,0,281637_1070
12039,587727180607848572,01:41:01.28,-08:23:26.4,25,0.04,0.96,0.0,0.0,0.0,0.0,0.96,0.037,0.963,1,0,0,281658_6580
12067,587727180608176294,01:44:02.80,-08:23:50.7,25,0.0,0.96,0.0,0.04,0.0,0.0,1.0,0.0,1.0,1,0,0,281661_6453
12075,587727231596822639,01:46:48.14,-08:37:25.3,39,0.0,0.923,0.026,0.051,0.0,0.0,1.0,0.0,1.0,1,0,0,281663_10
12100,587727231597084820,01:49:39.02,-08:31:40.7,35,0.057,0.914,0.0,0.029,0.0,0.0,0.943,0.026,0.974,1,0,0,281666_3070
12102,587727231597084736,01:49:23.41,-08:26:29.6,30,0.0,0.967,0.033,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,281666_5949
12122,587727231597281401,01:51:14.48,-08:28:53.5,24,0.042,0.875,0.083,0.0,0.0,0.0,0.958,0.013,0.987,1,0,0,281668_4945
12124,587727231597346855,01:51:34.00,-08:23:56.0,33,0.061,0.939,0.0,0.0,0.0,0.0,0.939,0.061,0.939,1,0,0,281668_7221
12137,587727231597543557,01:53:51.87,-08:31:29.7,55,0.0,0.909,0.055,0.036,0.0,0.0,1.0,0.0,1.0,1,0,0,281670_2690
12302,587727179003134094,02:35:25.82,-08:33:48.0,40,0.025,0.9,0.025,0.05,0.0,0.0,0.975,0.009,0.991,1,0,0,281711_1390
12312,587727179003461801,02:38:49.47,-08:33:12.9,45,0.022,0.933,0.0,0.044,0.0,0.0,0.978,0.022,0.978,1,0,0,281715_1581
12320,587727179003658263,02:40:19.50,-08:30:48.6,53,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,281716_3092
12374,587727178468360218,02:55:00.52,-08:36:03.6,33,0.061,0.879,0.0,0.061,0.0,0.0,0.939,0.061,0.939,1,0,0,281731_500
12377,587724240690675821,02:55:46.53,-08:24:31.6,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,281732_5304
12505,587726877267526134,21:33:44.69,-08:30:32.3,54,0.093,0.87,0.019,0.019,0.0,0.0,0.907,0.037,0.963,1,0,0,282839_3165
12508,587726877267525983,21:33:40.95,-08:29:41.1,48,0.042,0.833,0.021,0.042,0.021,0.042,0.896,0.013,0.923,1,0,0,282839_3483
12534,587727212811125133,21:35:57.48,-08:25:16.0,26,0.115,0.846,0.0,0.0,0.038,0.0,0.846,0.029,0.93,1,0,0,282841_4659
12725,587730816821887284,21:59:25.34,-08:30:31.8,51,0.078,0.882,0.0,0.02,0.02,0.0,0.902,0.015,0.964,1,0,0,282864_2502
12745,587726878344478963,22:03:28.59,-08:28:00.5,57,0.0,0.965,0.0,0.0,0.0,0.035,0.965,0.0,0.965,1,0,0,282868_3132
12754,587726878344544585,22:04:19.64,-08:25:49.5,31,0.032,0.903,0.032,0.032,0.0,0.0,0.968,0.024,0.976,1,0,0,282869_4091
12830,587730817360658588,22:16:34.04,-08:30:41.0,41,0.0,0.976,0.0,0.0,0.0,0.024,0.976,0.0,0.976,1,0,0,282881_2327
12851,587726878883184814,22:20:33.45,-08:27:55.6,58,0.017,0.914,0.069,0.0,0.0,0.0,0.983,0.017,0.983,1,0,0,282885_3165
13297,587727232133431369,01:44:13.60,-08:08:15.5,28,0.107,0.857,0.0,0.036,0.0,0.0,0.893,0.026,0.974,1,0,0,283087_6763
13378,587727180609683555,01:57:27.36,-08:10:14.8,62,0.016,0.919,0.0,0.065,0.0,0.0,0.984,0.016,0.984,1,0,0,283100_5691
13399,587727180610142362,02:02:10.24,-08:11:52.7,31,0.032,0.903,0.0,0.032,0.032,0.0,0.935,0.017,0.95,1,0,0,283104_5216
13411,587727180610469902,02:04:47.71,-08:07:47.2,29,0.0,0.931,0.0,0.034,0.0,0.034,0.966,0.0,0.966,1,0,0,283107_7348
13470,587727180075434073,02:21:52.71,-08:09:43.3,65,0.0,0.985,0.0,0.0,0.0,0.015,0.985,0.0,0.985,1,0,0,283124_6193
13530,587724241225646159,02:38:05.57,-08:22:09.3,28,0.0,0.964,0.0,0.036,0.0,0.0,1.0,0.0,1.0,1,0,0,283140_82
13555,587727179004117118,02:44:38.20,-08:18:50.6,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,283147_1578
13582,587724241226760278,02:48:07.82,-08:09:45.7,65,0.0,0.954,0.031,0.015,0.0,0.0,1.0,0.0,1.0,1,0,0,283150_5888
13591,587727179004772430,02:50:34.19,-08:21:07.4,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,283152_489
13639,587727178469736617,03:07:56.09,-08:16:26.9,60,0.033,0.833,0.033,0.1,0.0,0.0,0.967,0.027,0.973,1,0,0,283170_2026
13748,587727212810338623,21:28:27.69,-08:11:35.4,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,284259_4361
13780,587727212810928166,21:33:44.25,-08:16:15.7,60,0.05,0.833,0.0,0.117,0.0,0.0,0.95,0.046,0.954,1,0,0,284265_2086
13839,587726877805183330,21:41:06.99,-08:09:50.7,61,0.082,0.885,0.016,0.016,0.0,0.0,0.918,0.031,0.969,1,0,0,284272_5389
13868,587727213348847935,21:43:48.82,-08:11:46.0,30,0.0,0.933,0.0,0.033,0.0,0.033,0.967,0.0,0.967,1,0,0,284275_4069
13927,587727213349634267,21:50:39.65,-08:19:56.4,34,0.0,0.912,0.029,0.0,0.0,0.059,0.941,0.0,0.941,1,0,0,284281_1028
13979,587730817358758031,21:59:07.97,-08:10:01.8,32,0.031,0.875,0.031,0.031,0.031,0.0,0.938,0.031,0.938,1,0,0,284290_4114
13997,587726878344347924,22:02:15.33,-08:18:15.6,22,0.0,0.864,0.045,0.091,0.0,0.0,1.0,0.0,1.0,1,0,0,284293_1536
14077,587726878882660518,22:15:42.87,-08:20:15.2,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,284306_891
14178,587726879421759728,22:36:33.88,-08:17:36.8,23,0.0,0.957,0.0,0.0,0.0,0.043,0.957,0.0,0.957,1,0,0,284327_1839
14224,587730818437415047,22:44:35.97,-08:16:15.6,32,0.0,0.906,0.062,0.031,0.0,0.0,1.0,0.0,1.0,1,0,0,284335_2024
14239,587730818437873896,22:49:10.57,-08:21:15.3,57,0.07,0.825,0.018,0.07,0.018,0.0,0.912,0.025,0.957,1,0,0,284339_348
14323,587726879962824781,23:14:59.72,-08:21:49.0,28,0.036,0.929,0.036,0.0,0.0,0.0,0.964,0.036,0.964,1,0,0,284365_151
14348,587727232134414456,01:53:37.05,-07:59:26.9,29,0.0,0.897,0.034,0.069,0.0,0.0,1.0,0.0,1.0,1,0,0,284522_3984
14413,587727180610601121,02:06:26.46,-08:02:12.6,36,0.056,0.861,0.0,0.056,0.028,0.0,0.917,0.02,0.951,1,0,0,284535_2110
14497,587727179540332604,02:38:02.62,-08:04:17.8,59,0.017,0.915,0.0,0.051,0.0,0.017,0.966,0.017,0.966,1,0,0,284566_1377
14500,587727179540332640,02:38:24.19,-08:04:17.2,26,0.038,0.885,0.0,0.038,0.038,0.0,0.923,0.012,0.949,1,0,0,284567_1207
14627,587724240691986542,03:07:39.48,-07:54:45.1,38,0.026,0.895,0.0,0.079,0.0,0.0,0.974,0.026,0.974,1,0,0,284596_4081
14843,587727213348520295,21:40:45.21,-07:58:07.4,45,0.0,0.956,0.022,0.0,0.0,0.022,0.978,0.0,0.978,1,0,0,285699_3519
14885,587727213348978941,21:44:52.93,-08:04:03.5,20,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,285704_1134
14901,587726878342578445,21:46:00.53,-07:53:24.4,28,0.0,0.893,0.0,0.107,0.0,0.0,1.0,0.0,1.0,1,0,0,285705_4768
15038,587730817358758028,21:59:10.35,-08:04:31.2,27,0.0,0.889,0.0,0.111,0.0,0.0,1.0,0.0,1.0,1,0,0,285718_987
15130,587730817897529454,22:17:10.90,-08:01:48.1,53,0.0,0.943,0.0,0.038,0.0,0.019,0.981,0.0,0.981,1,0,0,285736_2017
15192,587730818436104324,22:32:51.87,-07:58:13.4,35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,285751_3176
15233,587726879959548025,22:45:14.30,-08:03:26.3,34,0.0,0.971,0.0,0.0,0.0,0.029,0.971,0.0,0.971,1,0,0,285763_1008
15259,587727884966953022,01:59:44.48,-07:50:20.9,32,0.031,0.969,0.0,0.0,0.0,0.0,0.969,0.031,0.969,1,0,0,285956_750
15305,587727781890555911,02:13:15.80,-07:39:42.8,60,0.033,0.967,0.0,0.0,0.0,0.0,0.967,0.033,0.967,1,0,0,285970_5598
15332,587727180612239491,02:21:16.63,-07:48:08.8,28,0.071,0.929,0.0,0.0,0.0,0.0,0.929,0.071,0.929,1,0,0,285978_1850
15337,587727180612501648,02:23:54.79,-07:43:51.2,29,0.034,0.828,0.034,0.103,0.0,0.0,0.966,0.034,0.966,1,0,0,285980_3937
15365,587724242298601481,02:30:04.21,-07:40:09.0,58,0.0,0.966,0.017,0.0,0.0,0.017,0.983,0.0,0.983,1,0,0,285986_5896
15438,587727179542364181,02:57:04.37,-07:41:08.3,38,0.0,0.921,0.079,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,286013_4346
15538,587727178471440457,03:23:03.17,-07:41:54.7,40,0.025,0.875,0.025,0.075,0.0,0.0,0.975,0.005,0.995,1,0,0,286039_3252
15630,587726877264773209,21:08:28.85,-07:40:48.6,36,0.0,0.972,0.0,0.0,0.0,0.028,0.972,0.0,0.972,1,0,0,287095_5285
15732,587726878340874703,21:30:40.65,-07:37:54.9,34,0.0,0.971,0.0,0.0,0.0,0.029,0.971,0.0,0.971,1,0,0,287117_5478
15755,587726878341660814,21:37:41.02,-07:44:10.6,37,0.0,0.946,0.027,0.027,0.0,0.0,1.0,0.0,1.0,1,0,0,287124_2752
15771,587727213885259990,21:39:26.13,-07:38:21.1,38,0.0,0.974,0.0,0.0,0.0,0.026,0.974,0.0,0.974,1,0,0,287126_4732
15779,587726878342054226,21:41:29.37,-07:48:37.4,26,0.0,0.962,0.0,0.0,0.0,0.038,0.962,0.0,0.962,1,0,0,287128_1615
15820,587727213885980752,21:46:14.57,-07:41:59.4,42,0.024,0.976,0.0,0.0,0.0,0.0,0.976,0.024,0.976,1,0,0,287133_3729
15821,587727213885981044,21:46:27.62,-07:40:46.0,60,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,287133_4160
15873,587726878879973752,21:51:15.31,-07:46:16.6,57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,287138_2230
15877,587726878880104818,21:52:36.55,-07:42:09.6,32,0.0,0.969,0.031,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,287139_3316
16029,587726879418876343,22:09:56.51,-07:45:46.0,72,0.014,0.944,0.014,0.0,0.0,0.028,0.958,0.003,0.969,1,0,0,287156_2697
16076,587730818434728057,22:19:57.25,-07:39:58.2,64,0.016,0.969,0.016,0.0,0.0,0.0,0.984,0.016,0.984,1,0,0,287166_4059
16151,587727781891342416,02:20:55.95,-07:30:10.2,36,0.0,0.944,0.0,0.056,0.0,0.0,1.0,0.0,1.0,1,0,0,287405_3238
16307,587724241229512834,03:13:18.04,-07:29:42.4,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,287457_2404
16383,587724240157868136,03:33:12.96,-07:32:58.5,32,0.031,0.938,0.0,0.0,0.0,0.031,0.938,0.031,0.938,1,0,0,287477_1566
16452,587726877263397337,20:55:52.54,-07:22:34.6,29,0.034,0.897,0.0,0.069,0.0,0.0,0.966,0.016,0.984,1,0,0,288513_7234
16476,587726877263790376,20:59:19.82,-07:24:34.9,33,0.03,0.97,0.0,0.0,0.0,0.0,0.97,0.03,0.97,1,0,0,288516_5397
16563,587726877802299805,21:14:45.53,-07:31:24.5,22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,288531_2327
16671,587727213884539331,21:33:14.93,-07:22:54.0,42,0.095,0.81,0.024,0.024,0.0,0.048,0.857,0.034,0.916,1,0,0,288550_5085
16674,587727213884670408,21:34:24.29,-07:26:54.3,54,0.019,0.944,0.019,0.019,0.0,0.0,0.981,0.006,0.994,1,0,0,288551_4008
16744,587727214422982975,21:47:48.17,-07:27:31.2,31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,288564_3848
16788,587727214423572791,21:53:19.60,-07:29:59.5,26,0.0,0.962,0.038,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,288570_2614
16871,587726879418089515,22:02:33.85,-07:32:25.1,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,288579_1554
16968,587730818434138247,22:14:30.68,-07:33:35.7,31,0.097,0.871,0.0,0.032,0.0,0.0,0.903,0.061,0.939,1,0,0,288591_1544
17023,587727180614336695,02:40:42.66,-07:10:44.3,14,0.071,0.929,0.0,0.0,0.0,0.0,0.929,0.02,0.98,1,0,0,288855_6240
17092,587724241764876389,02:59:21.69,-07:18:27.5,36,0.0,0.972,0.0,0.028,0.0,0.0,1.0,0.0,1.0,1,0,0,288874_1654
17127,587727179543740566,03:09:40.54,-07:17:26.5,35,0.0,0.943,0.029,0.029,0.0,0.0,1.0,0.0,1.0,1,0,0,288884_1607
17131,587727179543871625,03:11:03.97,-07:22:02.2,31,0.0,0.935,0.0,0.032,0.0,0.032,0.968,0.0,0.968,1,0,0,288885_104
17144,587727179544199368,03:14:05.42,-07:14:27.1,48,0.0,0.979,0.021,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,288888_2564
17284,587727177937387608,03:49:26.63,-07:18:43.6,54,0.0,0.981,0.0,0.0,0.0,0.019,0.981,0.0,0.981,1,0,0,288923_1181
17545,587726878878728630,21:39:33.06,-07:21:02.6,31,0.065,0.806,0.065,0.065,0.0,0.0,0.935,0.065,0.935,1,0,0,289986_501
17554,587727214422327547,21:41:35.36,-07:10:44.2,33,0.061,0.818,0.0,0.061,0.0,0.061,0.879,0.017,0.92,1,0,0,289988_3959
17561,587727214422393291,21:42:23.51,-07:20:00.8,45,0.022,0.867,0.0,0.111,0.0,0.0,0.978,0.011,0.989,1,0,0,289989_857
17600,587726879416451369,21:47:30.19,-07:09:14.5,27,0.0,0.889,0.0,0.111,0.0,0.0,1.0,0.0,1.0,1,0,0,289994_4414
17603,587727214423048549,21:48:17.47,-07:17:49.9,35,0.029,0.829,0.0,0.143,0.0,0.0,0.971,0.022,0.978,1,0,0,289995_1550
17609,587726879416516920,21:48:12.90,-07:12:14.0,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,289995_3496
17615,587726879416582522,21:49:11.92,-07:10:12.5,27,0.037,0.889,0.0,0.074,0.0,0.0,0.963,0.013,0.987,1,0,0,289996_4717
17624,587727214423310684,21:50:54.25,-07:21:46.8,34,0.029,0.882,0.059,0.0,0.029,0.0,0.941,0.016,0.954,1,0,0,289997_209
17627,587726879416779125,21:50:54.35,-07:11:48.3,36,0.056,0.861,0.0,0.083,0.0,0.0,0.944,0.017,0.983,1,0,0,289997_3839
17633,587727214960116037,21:50:14.93,-07:07:31.1,69,0.014,0.957,0.0,0.014,0.014,0.0,0.971,0.007,0.978,1,0,0,289997_5353
17674,587726879417172040,21:54:25.97,-07:22:01.6,58,0.034,0.897,0.0,0.034,0.034,0.0,0.931,0.023,0.943,1,0,0,290001_46
17679,587726879417368836,21:56:04.09,-07:19:38.1,22,0.045,0.864,0.0,0.045,0.0,0.045,0.909,0.023,0.931,1,0,0,290002_874
17697,587726879417630981,21:58:26.29,-07:21:54.0,24,0.042,0.958,0.0,0.0,0.0,0.0,0.958,0.042,0.958,1,0,0,290005_151
17700,587730818432434238,21:58:53.99,-07:15:31.8,36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,290005_2188
17716,587730818432630948,22:00:39.55,-07:15:58.0,29,0.0,0.828,0.0,0.172,0.0,0.0,1.0,0.0,1.0,1,0,0,290007_2060
17726,587730818432827561,22:02:33.35,-07:16:23.1,52,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,290009_1643
17843,587724241765924957,03:08:48.32,-07:02:26.2,30,0.0,0.933,0.033,0.033,0.0,0.0,1.0,0.0,1.0,1,0,0,290313_1347
17886,587727179545378929,03:24:27.21,-06:54:12.0,29,0.0,0.966,0.034,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,290329_5629
17894,587724241231020118,03:26:58.02,-07:02:19.9,64,0.109,0.828,0.016,0.047,0.0,0.0,0.891,0.025,0.975,1,0,0,290331_1606
17916,587727179009163426,03:30:48.86,-07:02:48.2,70,0.014,0.943,0.029,0.0,0.0,0.014,0.971,0.014,0.971,1,0,0,290335_1760
18091,587727212806537679,20:53:34.34,-07:02:51.4,30,0.033,0.933,0.0,0.0,0.0,0.033,0.933,0.016,0.95,1,0,0,291370_2456
18161,587727213344653681,21:05:07.33,-06:56:03.2,50,0.02,0.88,0.0,0.06,0.02,0.02,0.94,0.004,0.955,1,0,0,291382_4610
18243,587726878877090087,21:24:43.18,-06:56:37.3,27,0.0,0.963,0.037,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,291401_4077
18264,587726878877221097,21:26:12.65,-07:03:04.8,26,0.0,0.962,0.038,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,291403_1703
18268,587726878877352272,21:26:57.85,-07:01:17.5,41,0.0,0.976,0.024,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,291404_1893
18279,587727214421410300,21:33:28.15,-07:00:38.8,32,0.062,0.844,0.0,0.094,0.0,0.0,0.938,0.056,0.944,1,0,0,291410_2615
18282,587727214421541284,21:34:37.96,-06:54:42.3,31,0.0,0.968,0.0,0.0,0.0,0.032,0.968,0.0,0.968,1,0,0,291411_4987
18289,587727214421803405,21:37:06.39,-06:59:50.0,31,0.032,0.968,0.0,0.0,0.0,0.0,0.968,0.02,0.98,1,0,0,291414_3343
18380,587727214959984937,21:48:51.79,-06:56:51.8,56,0.0,0.946,0.054,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,291425_3701
18395,587726879953649680,21:50:36.56,-06:53:34.5,35,0.057,0.886,0.029,0.0,0.029,0.0,0.914,0.037,0.934,1,0,0,291427_5467
18456,587726879954370672,21:57:45.72,-07:04:40.9,29,0.0,0.862,0.0,0.103,0.034,0.0,0.966,0.0,0.966,1,0,0,291434_1150
18457,587726879954370768,21:57:24.93,-07:03:59.4,47,0.021,0.809,0.021,0.064,0.0,0.085,0.894,0.021,0.894,1,0,0,291434_1353
18479,587726879954567441,21:59:17.94,-06:59:46.9,27,0.0,0.926,0.0,0.0,0.0,0.074,0.926,0.0,0.926,1,0,0,291436_2622
18536,587727180616695902,03:02:08.01,-06:38:06.2,56,0.018,0.821,0.018,0.018,0.036,0.089,0.857,0.005,0.869,1,0,0,291737_4741
18560,587727180080873642,03:12:02.87,-06:45:21.9,55,0.091,0.855,0.018,0.0,0.0,0.036,0.873,0.014,0.947,1,0,0,291746_2226
18563,587727180081004657,03:12:57.20,-06:46:16.6,29,0.0,0.931,0.034,0.034,0.0,0.0,1.0,0.0,1.0,1,0,0,291747_1770
18623,587727179545837675,03:28:58.02,-06:48:39.0,58,0.069,0.828,0.017,0.086,0.0,0.0,0.931,0.038,0.962,1,0,0,291763_1465
18649,587724241231741034,03:33:29.46,-06:51:48.3,73,0.055,0.808,0.041,0.055,0.0,0.041,0.904,0.054,0.905,1,0,0,291768_276
18766,587724240160489610,03:56:57.62,-06:44:04.1,24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,291791_2345
18815,587727212267766442,20:35:54.79,-06:52:09.9,60,0.017,0.967,0.0,0.017,0.0,0.0,0.983,0.011,0.989,1,0,0,292785_112
18843,587726877262086249,20:43:51.87,-06:52:29.4,36,0.028,0.944,0.028,0.0,0.0,0.0,0.972,0.008,0.992,1,0,0,292792_73
18874,587727213343539410,20:55:13.24,-06:42:23.3,22,0.045,0.909,0.0,0.0,0.0,0.045,0.909,0.023,0.931,1,0,0,292804_4534
18897,587727213344260884,21:02:05.34,-06:47:56.1,62,0.0,0.952,0.0,0.016,0.0,0.032,0.968,0.0,0.968,1,0,0,292811_1883
19096,587727214959198450,21:41:46.06,-06:47:49.6,34,0.059,0.941,0.0,0.0,0.0,0.0,0.941,0.036,0.964,1,0,0,292850_1658
19153,587726879953649710,21:50:44.35,-06:45:45.2,68,0.029,0.926,0.015,0.029,0.0,0.0,0.971,0.023,0.977,1,0,0,292859_2264
19156,587726879953781100,21:52:09.16,-06:45:54.3,65,0.0,0.969,0.015,0.0,0.0,0.015,0.985,0.0,0.985,1,0,0,292860_2025
19167,587726879954239812,21:56:36.05,-06:52:25.7,27,0.037,0.963,0.0,0.0,0.0,0.0,0.963,0.037,0.963,1,0,0,292865_10
19224,587724242303844610,03:18:22.10,-06:26:06.0,37,0.0,0.973,0.0,0.027,0.0,0.0,1.0,0.0,1.0,1,0,0,293185_3311
19226,587724242303975508,03:19:21.16,-06:24:10.9,40,0.0,0.975,0.025,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,293186_3949
19228,587727180081922231,03:21:39.64,-06:32:31.2,57,0.105,0.807,0.0,0.053,0.018,0.018,0.86,0.105,0.86,1,0,0,293188_1610
19239,587727180082118855,03:23:21.04,-06:29:02.9,32,0.031,0.969,0.0,0.0,0.0,0.0,0.969,0.031,0.969,1,0,0,293190_2657
19300,587724241232461948,03:40:05.80,-06:37:04.5,57,0.018,0.93,0.018,0.018,0.0,0.018,0.965,0.018,0.965,1,0,0,293206_100
19307,587727179547148441,03:40:42.98,-06:24:54.6,58,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,293207_3936
19312,587724241232724100,03:42:26.75,-06:33:40.5,26,0.077,0.885,0.0,0.038,0.0,0.0,0.923,0.024,0.976,1,0,0,293209_1141
19330,587727179010867282,03:46:26.97,-06:31:52.5,76,0.026,0.895,0.053,0.026,0.0,0.0,0.974,0.026,0.974,1,0,0,293213_2045
19366,587724240697098381,03:54:00.95,-06:26:07.3,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,293220_3945
19382,587727178475307161,03:58:25.54,-06:33:02.8,32,0.062,0.844,0.0,0.094,0.0,0.0,0.938,0.062,0.938,1,0,0,293225_1288
19390,587724240160882963,04:00:22.78,-06:37:27.8,30,0.0,0.9,0.033,0.033,0.033,0.0,0.967,0.0,0.967,1,0,0,293227_30
19402,587724240161603682,04:07:04.64,-06:34:02.3,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,293233_978
19409,587724240161734821,04:08:29.37,-06:26:12.5,29,0.034,0.931,0.034,0.0,0.0,0.0,0.966,0.018,0.982,1,0,0,293235_4690
