epoch,val_loss,val_acc,val_calibration_error,step,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error
0,1.1530497074127195,0.2043623179197311,0.179897591471672,35,1.0551295280456543,0.4716587960720062,0.1601292043924331,,,
1,0.99398672580719,0.606974184513092,0.1660054326057434,49,0.965965211391449,0.6148930191993713,0.0961223244667053,,,
2,0.9549635052680968,0.6182273030281067,0.0849616825580596,99,0.9574609398841858,0.616560161113739,0.0907907858490943,,,
3,0.95199316740036,0.6194776296615601,0.0796270743012428,143,0.9533743858337402,0.6218394041061401,0.1009349301457405,,,
4,0.9465957283973694,0.6244789958000183,0.0973481312394142,149,0.9498913288116456,0.6208668947219849,0.0970508754253387,,,
5,0.9470326900482178,0.6279522180557251,0.1196722388267517,199,0.946346402168274,0.6219783425331116,0.0942304283380508,,,
6,0.9379493594169616,0.6325368285179138,0.1006354019045829,249,0.9417499899864196,0.6280911564826965,0.1019929349422454,,,
7,0.939398229122162,0.6337871551513672,0.133128136396408,287,0.9370623826980592,0.6296193599700928,0.0983107388019561,,,
8,0.9318106770515442,0.640177845954895,0.1396827846765518,299,0.9294486045837402,0.6350374817848206,0.1044915169477462,,,
9,0.9257829189300536,0.646846354007721,0.1538111865520477,349,0.9200525879859924,0.6385107040405273,0.102530650794506,,,
10,0.9031742215156556,0.6662961840629578,0.1321517527103424,395,0.9103875756263732,0.6440678238868713,0.1010919511318206,,,
11,0.93287593126297,0.6279522180557251,0.1205672919750213,399,0.8990737795829773,0.66226726770401,0.1179176717996597,,,
12,0.9042580127716064,0.650319516658783,0.1033770516514778,449,0.885918140411377,0.6771325469017029,0.1264242082834243,,,
13,0.8539462685585022,0.6979716420173645,0.1470191478729248,499,0.8699524998664856,0.6910252571105957,0.1436652392148971,,,
14,0.8365726470947266,0.7689635753631592,0.2104017734527588,539,0.8501281142234802,0.725201427936554,0.1582017391920089,,,
15,0.8154428005218506,0.7917476892471313,0.2114530205726623,549,0.8291891813278198,0.7535426616668701,0.1733794808387756,,,
16,0.8381419777870178,0.8463461995124817,0.3215400278568268,599,0.8121373057365417,0.7797999382019043,0.1873184889554977,,,
17,0.7921785116195679,0.844123363494873,0.2727653384208679,647,0.7952852249145508,0.8092525601387024,0.2065769433975219,,,
18,0.774909257888794,0.8409280180931091,0.2500010728836059,649,0.7780446410179138,0.8307863473892212,0.2182474732398986,,,
19,0.7512924671173096,0.8375937938690186,0.1963153481483459,699,0.7592499852180481,0.847318708896637,0.224333643913269,,,
20,0.7244270443916321,0.8694081902503967,0.2203959375619888,749,0.7400928735733032,0.8667685389518738,0.2328226864337921,,,
21,0.7084026336669922,0.8813559412956238,0.2277836203575134,791,0.7211949825286865,0.8852459192276001,0.2399317920207977,,,
22,0.7007359862327576,0.9206724166870116,0.288677841424942,799,0.7010408639907837,0.8978883028030396,0.2429649978876114,,,
23,0.6734988689422607,0.9366490840911864,0.2874689698219299,849,0.6802495121955872,0.910530686378479,0.2428086996078491,,,
24,0.6632474064826965,0.903306484222412,0.2124889343976974,899,0.6592249274253845,0.922200620174408,0.2406314611434936,,,
25,0.6457911729812622,0.9060850143432616,0.1939355134963989,935,0.6419185996055603,0.9310919642448424,0.2393258959054947,,,
26,0.6230900883674622,0.9356765747070312,0.233893871307373,949,0.6269586682319641,0.9322034120559692,0.2326824367046356,,,
27,0.6247414946556091,0.921644926071167,0.2294017672538757,999,0.6131951808929443,0.9401222467422484,0.2303222268819809,,,
28,0.5952771306037903,0.9209502935409546,0.1820518970489502,1043,0.6020439267158508,0.9447068572044371,0.2283130139112472,,,
29,0.5840864777565002,0.9362322688102722,0.1977330297231674,1049,0.592299222946167,0.948457896709442,0.2263030558824539,,,
30,0.5749137997627258,0.9634620547294616,0.2260737717151641,1099,0.5833879113197327,0.95484858751297,0.2272757738828659,,,
31,0.5715439319610596,0.968602418899536,0.2362642586231231,1149,0.5779494643211365,0.9590163826942444,0.2257115542888641,,,
32,0.5687070488929749,0.955126404762268,0.2089743018150329,1187,0.5726196765899658,0.960683524608612,0.2243683189153671,,,
33,0.5689449906349182,0.9467907547950744,0.2177657932043075,1199,0.5689095258712769,0.9616560339927672,0.2223825007677078,,,
34,0.5661637187004089,0.948457896709442,0.2122475653886795,1249,0.5645524859428406,0.9634620547294616,0.2239005267620086,,,
