step,epoch,val_loss,val_acc,calibration_error,train_loss_epoch,train_acc_epoch,calibration_error_epoch,test_loss,test_acc
71,0.0,0.9867410659790039,0.6223950982093811,0.06705520302057266,1.0272942781448364,0.5723811984062195,0.11191504448652267,,
143,1.0,0.9854126572608948,0.6223950982093811,0.06657284498214722,0.999194860458374,0.622117280960083,0.08728078752756119,,
215,2.0,0.9808245301246643,0.6223950982093811,0.0681852251291275,0.9943671822547913,0.6222561597824097,0.08628609776496887,,
287,3.0,0.9697296023368835,0.6223950982093811,0.056310057640075684,0.9842812418937683,0.6218394041061401,0.08039563149213791,,
359,4.0,0.9596102833747864,0.6223950982093811,0.06220389902591705,0.975685715675354,0.6228119134902954,0.07841230183839798,,
431,5.0,0.9529545903205872,0.6235065460205078,0.06849507242441177,0.9667717218399048,0.6246179342269897,0.08329185098409653,,
503,6.0,0.9463868737220764,0.6280911564826965,0.0829046294093132,0.9609464406967163,0.6267018914222717,0.07804755121469498,,
575,7.0,0.9397842288017273,0.6332314610481262,0.09082681685686111,0.95173579454422,0.6305918097496033,0.0839226022362709,,
647,8.0,0.9316720962524414,0.63170325756073,0.07645174115896225,0.9451867938041687,0.6307307481765747,0.08431939780712128,,
719,9.0,0.9295008182525635,0.6394832134246826,0.10495252162218094,0.9396861791610718,0.6330925226211548,0.0847204178571701,,
791,10.0,0.9264345169067383,0.6390663981437683,0.10820373147726059,0.9347859621047974,0.6325368285179138,0.07999606430530548,,
863,11.0,0.9251097440719604,0.6417060494422913,0.11528369784355164,0.9315534830093384,0.6361489295959473,0.08426861464977264,,
935,12.0,0.918289840221405,0.6453181505203247,0.09775238484144211,0.929359495639801,0.6387885808944702,0.08122696727514267,,
1007,13.0,0.9245504140853882,0.6450402736663818,0.13054373860359192,0.9275355339050293,0.6365656852722168,0.08642032742500305,,
1079,14.0,0.9206293821334839,0.6493470668792725,0.12768884003162384,0.9261590838432312,0.6398999691009521,0.0852658674120903,,
1151,15.0,0.9118888974189758,0.6501805782318115,0.09529118239879608,0.9235206842422485,0.6419838666915894,0.08964166045188904,,
1223,16.0,0.9108096957206726,0.6478188633918762,0.07414869219064713,0.9212529063224792,0.6439288854598999,0.08773470669984818,,
1295,17.0,0.9085037708282471,0.6525423526763916,0.07999203354120255,0.9188262820243835,0.6435120701789856,0.08378313481807709,,
1367,18.0,0.9092089533805847,0.644206702709198,0.0701475441455841,0.9180384278297424,0.6490691900253296,0.08859558403491974,,
1439,19.0,0.907501220703125,0.6530981063842773,0.10452180355787277,0.9161221981048584,0.6458738446235657,0.08336835354566574,,
1511,20.0,0.9042158126831055,0.6533759236335754,0.0874762013554573,0.9131581783294678,0.6475409865379333,0.08727971464395523,,
1583,21.0,0.9043186902999878,0.6549041271209717,0.08846298605203629,0.91349858045578,0.6525423526763916,0.0911242738366127,,
1655,22.0,0.9022799134254456,0.6567102074623108,0.0892648920416832,0.9136894941329956,0.6505973935127258,0.09074220061302185,,
1727,23.0,0.9023303389549255,0.6543484330177307,0.07190471142530441,0.9096449613571167,0.6539316773414612,0.09116961807012558,,
1799,24.0,0.8997238874435425,0.6590719819068909,0.08782828599214554,0.9107854962348938,0.6500416994094849,0.087459996342659,,
1871,25.0,0.8993082642555237,0.6601833701133728,0.08190344274044037,0.9093956351280212,0.655320942401886,0.09427876025438309,,
1943,26.0,0.898218035697937,0.6599055528640747,0.07993095368146896,0.9079029560089111,0.6517087817192078,0.08557949960231781,,
2015,27.0,0.8973895907402039,0.659349799156189,0.08511166274547577,0.9051023125648499,0.6601833701133728,0.09409215301275253,,
2087,28.0,0.8974063992500305,0.6603223085403442,0.07420934736728668,0.9056915640830994,0.6601833701133728,0.09241455793380737,,
2159,29.0,0.8955835700035095,0.6647679805755615,0.09521521627902985,0.9051337242126465,0.6625451445579529,0.09473249316215515,,
2231,30.0,0.894131064414978,0.6664351224899292,0.0901259183883667,0.9028132557868958,0.6624062061309814,0.0948171392083168,,
2303,31.0,0.8955239057540894,0.6700472235679626,0.11192691326141357,0.9055542349815369,0.6572659015655518,0.09046318382024765,,
2375,32.0,0.8927756547927856,0.667824387550354,0.09144660830497742,0.9014835953712463,0.661433756351471,0.09269815683364868,,
2447,33.0,0.8924432396888733,0.6662961840629578,0.08546332269906998,0.9023913145065308,0.6611558794975281,0.08910120278596878,,
2519,34.0,0.8912662267684937,0.6699082851409912,0.0970209464430809,0.89896559715271,0.6651847958564758,0.09393690526485443,,
2591,35.0,0.8907761573791504,0.6703251004219055,0.09211317449808121,0.8997255563735962,0.6637954711914062,0.09253378212451935,,
2663,36.0,0.8897929787635803,0.6701861619949341,0.08830632269382477,0.8974069356918335,0.6714364886283875,0.09776176512241364,,
2735,37.0,0.8887677192687988,0.6719922423362732,0.08948491513729095,0.8982926607131958,0.670464038848877,0.1014416515827179,,
2807,38.0,0.889266312122345,0.6717143654823303,0.09957309067249298,0.896423876285553,0.6681022644042969,0.0933990553021431,,
2879,39.0,0.8880437612533569,0.6715754270553589,0.08464568853378296,0.8990008234977722,0.6658794283866882,0.09540887922048569,,
2951,40.0,0.8869141340255737,0.6744928956031799,0.08994848281145096,0.8961448669433594,0.6640733480453491,0.0937061458826065,,
3023,41.0,0.8863853216171265,0.6781050562858582,0.10595186054706573,0.8959901928901672,0.6750486493110657,0.10014346241950989,,
3095,42.0,0.8861145377159119,0.6775493025779724,0.10679087042808533,0.8949887752532959,0.6726868748664856,0.09656219929456711,,
3167,43.0,0.8848578333854675,0.6790775060653687,0.10131411254405975,0.8944485783576965,0.6703251004219055,0.09505453705787659,,
3239,44.0,0.8847055435180664,0.6764379143714905,0.09049367159605026,0.8942810297012329,0.6731036305427551,0.09866312891244888,,
3311,45.0,0.8840741515159607,0.6785218119621277,0.1047242060303688,0.8931599259376526,0.6706029176712036,0.1018783450126648,,
3383,46.0,0.8839119672775269,0.6737982630729675,0.08482285588979721,0.8924899101257324,0.6760210990905762,0.10042853653430939,,
3455,47.0,0.8838323354721069,0.6819949746131897,0.11509927362203598,0.8919906616210938,0.6737982630729675,0.09707918018102646,,
3527,48.0,0.8823035359382629,0.6828285455703735,0.10760661214590073,0.8911235928535461,0.6775493025779724,0.10204149782657623,,
3599,49.0,0.881477952003479,0.6836621165275574,0.1065206453204155,0.8903721570968628,0.6756043434143066,0.0973362997174263,,
3671,50.0,0.8815428018569946,0.6801889538764954,0.09328753501176834,0.8901232481002808,0.6782439351081848,0.10012972354888916,,
3743,51.0,0.8821380138397217,0.6863017678260803,0.12143444269895554,0.8903618454933167,0.6736593246459961,0.09631893783807755,,
3815,52.0,0.8819106221199036,0.6851903200149536,0.12142223864793777,0.888145387172699,0.679772138595581,0.10354999452829361,,
3887,53.0,0.879995584487915,0.6851903200149536,0.10931616276502609,0.8889057040214539,0.67685467004776,0.0998382642865181,,
3959,54.0,0.8793885111808777,0.6847735643386841,0.10697810351848602,0.888093888759613,0.6793553829193115,0.10059832781553268,,
4031,55.0,0.878908097743988,0.6838010549545288,0.10603471845388412,0.8879859447479248,0.6772714853286743,0.09682236611843109,,
4103,56.0,0.8789873719215393,0.6814392805099487,0.08816664665937424,0.8869836330413818,0.6792164444923401,0.10095325112342834,,
4175,57.0,0.8778619766235352,0.6847735643386841,0.10376959294080734,0.8869536519050598,0.677410364151001,0.09743963181972504,,
4247,58.0,0.8778417706489563,0.6865795850753784,0.1122453361749649,0.8886586427688599,0.6810225248336792,0.10388641804456711,,
4319,59.0,0.8771487474441528,0.6849125027656555,0.10104186832904816,0.8861567378044128,0.6817171573638916,0.10360109061002731,,
4320,60.0,,,0.10104186832904816,,,,0.8771487474441528,0.6849125027656555
