step,epoch,val_loss,val_acc,train_loss_epoch,train_acc_epoch
5,0.0,1.0902127027511597,0.36000001430511475,0.9351863861083984,0.49809524416923523
11,1.0,1.1104413270950317,0.30222222208976746,0.6700441241264343,0.808571457862854
17,2.0,1.102705717086792,0.35555556416511536,0.5698662996292114,0.907619059085846
23,3.0,1.21343195438385,0.30222222208976746,0.4473106265068054,0.9828571677207947
29,4.0,1.3732707500457764,0.3288888931274414,0.32686981558799744,0.9971428513526917
35,5.0,1.5001863241195679,0.31111112236976624,0.27390432357788086,1.0
41,6.0,1.4647778272628784,0.3288888931274414,0.2565840780735016,1.0
47,7.0,1.5682940483093262,0.29777777194976807,0.2443922907114029,0.9980952143669128
53,8.0,1.2150447368621826,0.324444442987442,0.23824574053287506,1.0
59,9.0,1.0625232458114624,0.5288888812065125,0.23847125470638275,1.0
65,10.0,0.9917887449264526,0.559999942779541,0.23218819499015808,1.0
71,11.0,0.8140109181404114,0.6577777862548828,0.2317151427268982,1.0
77,12.0,0.7815574407577515,0.653333306312561,0.228463813662529,1.0
83,13.0,0.804844856262207,0.6577777862548828,0.22918426990509033,1.0
89,14.0,0.7380252480506897,0.7288888692855835,0.22856149077415466,1.0
95,15.0,0.7456668019294739,0.7066666483879089,0.22710037231445312,1.0
101,16.0,0.8362337946891785,0.6666666865348816,0.22648391127586365,1.0
107,17.0,0.7595277428627014,0.7155555486679077,0.22537507116794586,0.9990476369857788
113,18.0,0.7557923197746277,0.7200000286102295,0.22696377336978912,1.0
119,19.0,0.7623956799507141,0.7111111283302307,0.2246103733778,1.0
125,20.0,0.7778899073600769,0.6977777481079102,0.22427816689014435,1.0
131,21.0,0.8676332831382751,0.6666666865348816,0.223451629281044,1.0
137,22.0,0.7614179253578186,0.7199999094009399,0.2262466847896576,1.0
143,23.0,0.7407034635543823,0.742222249507904,0.22475551068782806,1.0
149,24.0,0.8047453761100769,0.7155555486679077,0.2248803973197937,1.0
155,25.0,0.8390311002731323,0.6844444274902344,0.22529253363609314,1.0
161,26.0,0.8440485000610352,0.653333306312561,0.224366694688797,1.0
167,27.0,0.7967379689216614,0.6844444274902344,0.22194409370422363,1.0
173,28.0,0.7682045698165894,0.7155555486679077,0.2228739708662033,1.0
179,29.0,0.8287947773933411,0.6755555272102356,0.22299376130104065,1.0
185,30.0,0.7648801207542419,0.7200000286102295,0.22229525446891785,1.0
191,31.0,0.7738260626792908,0.7111111283302307,0.2208767980337143,1.0
197,32.0,0.8013693690299988,0.6977777481079102,0.224263995885849,1.0
203,33.0,0.7735442519187927,0.6977777481079102,0.22160550951957703,1.0
209,34.0,0.7886998057365417,0.7066666483879089,0.22655993700027466,0.9990476369857788
215,35.0,0.769457995891571,0.7022222280502319,0.22358673810958862,1.0
221,36.0,0.775547444820404,0.6888889074325562,0.22330570220947266,1.0
227,37.0,0.8009898662567139,0.6933333277702332,0.22155342996120453,1.0
233,38.0,0.8095077276229858,0.6888889074325562,0.22240731120109558,0.9990476369857788
239,39.0,0.7845600843429565,0.7066666483879089,0.22323451936244965,1.0
245,40.0,0.8100453019142151,0.7022222280502319,0.22321684658527374,1.0
251,41.0,0.7903634309768677,0.7111111283302307,0.22168345749378204,1.0
257,42.0,0.7645944356918335,0.7066666483879089,0.2218841016292572,1.0
263,43.0,0.7848790884017944,0.6933333277702332,0.2206280380487442,1.0
269,44.0,0.8161472082138062,0.6800000071525574,0.2206055074930191,1.0
275,45.0,0.7678409814834595,0.7244443893432617,0.2194782793521881,1.0
281,46.0,0.7453936338424683,0.7288888692855835,0.22116297483444214,1.0
287,47.0,0.8052424192428589,0.6844444274902344,0.2200334221124649,1.0
293,48.0,0.786404550075531,0.7111111283302307,0.21978285908699036,1.0
299,49.0,0.7952090501785278,0.7066666483879089,0.22025138139724731,1.0
305,50.0,0.7794317007064819,0.7022222280502319,0.21950779855251312,1.0
311,51.0,0.7953999638557434,0.6800000071525574,0.22190022468566895,1.0
317,52.0,0.7802070379257202,0.7244443893432617,0.22043801844120026,1.0
323,53.0,0.7489325404167175,0.7377777695655823,0.22024044394493103,1.0
329,54.0,0.7550786137580872,0.7199999094009399,0.22183839976787567,1.0
335,55.0,0.7645833492279053,0.7155555486679077,0.22171224653720856,1.0
341,56.0,0.7830169200897217,0.7155555486679077,0.21994084119796753,1.0
347,57.0,0.7657289505004883,0.7199999094009399,0.2198270708322525,1.0
353,58.0,0.7747058272361755,0.7155554890632629,0.21923165023326874,1.0
359,59.0,0.7629307508468628,0.7244443893432617,0.21966591477394104,1.0
