epoch,step,val_loss,val_acc,val_calibration_error,val_chirality_violation,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error,test_chirality_violation
0,49,0.9963752627372742,0.6093358993530273,0.0969398394227027,,1.0138705968856812,0.5997499227523804,0.1171030700206756,,,,
1,99,0.9903226494789124,0.6093358993530273,0.0725508481264114,,1.0000507831573486,0.6093358993530273,0.1010250449180603,,,,
2,149,0.9827513098716736,0.6093358993530273,0.1397743225097656,,0.9941835403442384,0.6093358993530273,0.1021089404821395,,,,
3,249,0.9689849615097046,0.6103084087371826,0.1299156099557876,,0.9826075434684752,0.6114198565483093,0.1108484491705894,,,,
4,299,0.9591545462608336,0.6129480600357056,0.1223717629909515,,0.9717836976051332,0.6118366122245789,0.1142623126506805,,,,
5,399,0.9511587619781494,0.6148930191993713,0.1265944838523864,,0.9629099369049072,0.6151708960533142,0.1191106140613555,,,,
6,449,0.9452435970306396,0.6260071992874146,0.1387054324150085,,0.9559801816940308,0.6197555065155029,0.1180022880434989,,,,
7,549,0.935940682888031,0.6244789958000183,0.1309567391872406,,0.9499512314796448,0.6218394041061401,0.1295084059238433,,,,
8,599,0.9313907027244568,0.6240622401237488,0.1228624358773231,,0.9436872005462646,0.6267018914222717,0.1240976601839065,,,,
9,649,0.9278791546821594,0.6301750540733337,0.1224221587181091,,0.9382367730140686,0.6336482167243958,0.1250009983778,,,,
10,749,0.9261555075645448,0.6307307481765747,0.1381403505802154,,0.9348847270011902,0.6286468505859375,0.1240983605384826,,,,
11,799,0.9215155839920044,0.6336482167243958,0.1279617547988891,,0.93194580078125,0.634620726108551,0.1203602850437164,,,,
12,899,0.9215344190597534,0.6368435621261597,0.1366719752550125,,0.9297193884849548,0.6307307481765747,0.1175359711050987,,,,
13,949,0.9173793196678162,0.6403167843818665,0.1267666667699813,,0.9254011511802672,0.6367046236991882,0.1213897168636322,,,,
14,1049,0.9179263710975648,0.6371214389801025,0.1316946893930435,,0.9311620593070984,0.6308696866035461,0.1226124092936515,,,,
15,1099,0.9167879819869996,0.6449013352394104,0.1350945383310318,,0.9261544346809388,0.6357321739196777,0.1290032416582107,,,,
16,1199,0.913566827774048,0.643651008605957,0.1228981167078018,,0.9239161610603333,0.63170325756073,0.1194798797369003,,,,
17,1249,0.9140309691429138,0.6479577422142029,0.1364816278219223,,0.921824276447296,0.6357321739196777,0.1169148162007331,,,,
18,1299,0.9112834930419922,0.6467074155807495,0.1233406737446785,,0.9207741618156432,0.6387885808944702,0.1246611624956131,,,,
