epoch,step,val_loss,val_acc,val_calibration_error,val_chirality_violation,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error,test_chirality_violation
0,49,0.9824100136756896,0.6154487133026123,0.1549918353557586,0.3909767270088196,0.9908453822135924,0.6096137762069702,0.1321668177843094,,,,
1,99,0.9432902336120604,0.6211447715759277,0.1123653650283813,,0.9531527161598206,0.6185051202774048,0.1177371218800544,,,,
2,149,0.919349491596222,0.640177845954895,0.1216821148991584,,0.930833101272583,0.6314253807067871,0.1221852451562881,,,,
3,249,0.9410162568092346,0.6485134959220886,0.1815876513719558,-0.1428636163473129,0.9165220856666564,0.6443456411361694,0.128443107008934,,,,
4,299,0.891822099685669,0.6681022644042969,0.137304812669754,,0.9038125276565552,0.6540705561637878,0.1299920678138733,,,,
5,399,0.8724275827407837,0.6817171573638916,0.1350273042917251,,0.88649982213974,0.6667129993438721,0.1274376660585403,,,,
6,449,0.8504582047462463,0.7256182432174683,0.1711658984422683,0.1339635252952575,0.8664149641990662,0.685329258441925,0.1351803243160247,,,,
7,549,0.7983508110046387,0.7981383800506592,0.2346307933330536,0.622528612613678,0.8324347138404846,0.7372881174087524,0.1617125570774078,,,,
8,599,0.6695828437805176,0.8435676693916321,0.1978767216205597,1.1767853498458862,0.7309024930000305,0.8068907856941223,0.1843510866165161,,,,
9,649,0.648575484752655,0.8424562215805054,0.1450754553079605,-0.7331970930099487,0.6583205461502075,0.8362045288085938,0.1678678095340728,,,,
10,749,0.6298596262931824,0.8571825623512268,0.1405479609966278,0.5852728486061096,0.6331189870834351,0.862739622592926,0.1712206900119781,,,,
11,799,0.6212722659111023,0.8721867203712463,0.1805310547351837,0.1906217485666275,0.619419276714325,0.8824673295021057,0.1769965291023254,,,,
12,899,0.6017538905143738,0.9109475016593932,0.1833611726760864,-0.2834246456623077,0.6077366471290588,0.8966379761695862,0.1850739866495132,,,,
13,949,0.6036286950111389,0.9048346877098083,0.1587793827056884,1.8000726699829102,0.5980728268623352,0.9134481549263,0.194498986005783,,,,
14,1049,0.6411121487617493,0.803000807762146,0.1262958347797393,1.0825514793395996,0.5926653146743774,0.9181717038154602,0.1917199492454528,,,,
15,1099,0.6029996275901794,0.8976104259490967,0.1846925020217895,1.9106863737106323,0.5863274931907654,0.93039733171463,0.1990725100040435,,,,
