epoch,step,val_loss,val_acc,val_calibration_error,val_chirality_violation,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error,test_chirality_violation
0,49,0.8220927715301514,0.6953320503234863,0.1463570594787597,0.0235228352248668,0.9149856567382812,0.6486523747444153,0.1416216641664505,,,,
1,149,0.6945235133171082,0.7789663672447205,0.1567315608263015,0.0156645961105823,0.7168066501617432,0.7631286382675171,0.1366617381572723,,,,
2,249,0.6633950471878052,0.7966101765632629,0.127327412366867,-0.0248244944959878,0.6772336363792419,0.783828854560852,0.1362910270690918,,,,
3,399,0.654529333114624,0.8057793974876404,0.127130925655365,-0.0381568260490894,0.6672846674919128,0.7943874001502991,0.1382832676172256,,,,
4,499,0.6492297053337097,0.8106418251991272,0.1377069950103759,-0.0365224108099937,0.6572352647781372,0.7988330125808716,0.1422979831695556,,,,
5,649,0.643722653388977,0.8138371706008911,0.1417454183101654,-0.0462778843939304,0.6538951992988586,0.8020283579826355,0.1394520998001098,,,,
6,749,0.6444391012191772,0.818143904209137,0.1488769799470901,-0.1214764788746833,0.6500905156135559,0.8064740300178528,0.1384680420160293,,,,
7,849,0.6475588083267212,0.7971658706665039,0.1342294514179229,-0.0608758255839347,0.6482444405555725,0.8041122555732727,0.1399944871664047,,,,
8,999,0.6447367072105408,0.802445113658905,0.1424792259931564,0.0117076970636844,0.6456508040428162,0.8088358044624329,0.1455859988927841,,,,
9,1099,0.6382784843444824,0.8273131251335144,0.1438702791929245,-0.0970395654439926,0.6415852308273315,0.8145318031311035,0.1447700709104538,,,,
10,1249,0.6411566138267517,0.8171714544296265,0.142881229519844,-0.1245745718479156,0.6413760781288147,0.8163378834724426,0.1437969505786895,,,,
11,1349,0.6332116723060608,0.8293970823287964,0.1451990902423858,-0.0766704976558685,0.6390537619590759,0.8217560648918152,0.1442311555147171,,,,
12,1449,0.6329063773155212,0.8281466960906982,0.1518020927906036,-0.0718723759055137,0.6378166675567627,0.8225896954536438,0.1517603248357772,,,,
13,1599,0.6362605094909668,0.814115047454834,0.1486976146697998,-0.0873522609472274,0.6356092691421509,0.8245345950126648,0.1465003788471222,,,,
14,1699,0.6377020478248596,0.8256459832191467,0.1429370790719986,-0.1206981241703033,0.6337550282478333,0.82314532995224,0.1459544748067855,,,,
