epoch,val_loss,val_acc,val_calibration_error,step,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error
0,1.0010695457458496,0.6094748377799988,0.1193647682666778,35,0.9968058466911316,0.6086412668228149,0.097519464790821,,,
1,0.9948592782020568,0.5886357426643372,0.1090656891465187,49,0.9475582838058472,0.6198943853378296,0.0861632451415062,,,
2,0.933595895767212,0.6375381946563721,0.0881029069423675,99,0.9149929881095886,0.6493470668792725,0.0955720692873001,,,
3,0.9917093515396118,0.5587663054466248,0.0777434185147285,143,0.8884158730506897,0.673381507396698,0.102207526564598,,,
4,0.986721932888031,0.6178104877471924,0.0782340988516807,149,0.8659924268722534,0.6947763562202454,0.1046148687601089,,,
5,0.8711066842079163,0.7045012712478638,0.084621675312519,199,0.8307546973228455,0.7178382873535156,0.1119555234909057,,,
6,1.05041241645813,0.5429285764694214,0.1142734959721565,249,0.7798477411270142,0.7641011476516724,0.1209890991449356,,,
7,0.7348538637161255,0.7811892032623291,0.1088540256023407,287,0.7396657466888428,0.7761878371238708,0.1165884882211685,,,
8,0.7752089500427246,0.7592386603355408,0.0851577371358871,299,0.6982542872428894,0.818143904209137,0.1347547173500061,,,
9,0.7730526924133301,0.7561822533607483,0.0881053730845451,349,0.6491956114768982,0.8521811366081238,0.144660085439682,,,
10,0.6200207471847534,0.8656571507453918,0.1205287799239158,395,0.6162879467010498,0.8730202913284302,0.1434151828289032,,,
11,0.5942022204399109,0.8921923041343689,0.1525738090276718,399,0.5924240946769714,0.8903862237930298,0.1509368419647216,,,
12,0.5772536993026733,0.9071964621543884,0.1593065559864044,449,0.5796232223510742,0.9034454226493835,0.158036008477211,,,
13,0.5835238099098206,0.8720477819442749,0.1316082030534744,499,0.5724079608917236,0.9028896689414978,0.1577703207731247,,,
14,0.563939094543457,0.9196999073028564,0.1683542132377624,539,0.565209686756134,0.9171991944313048,0.1679273843765258,,,
15,0.563663899898529,0.9117810726165771,0.1666872799396515,549,0.5606993436813354,0.919838845729828,0.1702969372272491,,,
16,0.5538569688796997,0.9274798631668092,0.1759342402219772,599,0.5567633509635925,0.92331200838089,0.1725225448608398,,,
17,0.5520945191383362,0.9305362701416016,0.1837203353643417,647,0.5541102886199951,0.922478437423706,0.1704650968313217,,,
18,0.5605208277702332,0.9162267446517944,0.1527850180864334,649,0.554245114326477,0.926924169063568,0.1784542351961136,,,
19,0.5559037327766418,0.912336766719818,0.163229763507843,699,0.5553576946258545,0.9134481549263,0.1633791923522949,,,
20,0.5460597276687622,0.9381772875785828,0.1850547641515731,749,0.5521858930587769,0.9255348443984984,0.1736349910497665,,,
21,0.5501840114593506,0.930675208568573,0.1690291762351989,791,0.5500377416610718,0.9259516596794128,0.1756137311458587,,,
22,0.5550198554992676,0.905251443386078,0.1618968993425369,799,0.5483606457710266,0.9278966188430786,0.1771133244037628,,,
