epoch,val_loss,val_acc,val_calibration_error,step,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error
0,1.0309242010116575,0.6093358993530273,0.1866424232721328,35,1.0133862495422363,0.5859960913658142,0.1419862955808639,,,
1,0.9593809247016908,0.6154487133026123,0.0929314345121383,49,0.9671908617019652,0.6132258772850037,0.0960104092955589,,,
2,0.9524241089820862,0.6205890774726868,0.098813496530056,99,0.9554678797721864,0.616560161113739,0.0904703214764595,,,
3,0.9450594782829284,0.6253125667572021,0.1003500670194625,143,0.9495891332626344,0.6229507923126221,0.0936017930507659,,,
4,0.9392974376678468,0.631147563457489,0.1135785058140754,149,0.9421669840812684,0.6282300353050232,0.0962100476026535,,,
5,0.9303632378578186,0.6411502957344055,0.1224362626671791,199,0.9334949254989624,0.6328146457672119,0.0992376729846,,,
6,0.917271614074707,0.6447624564170837,0.1038454249501228,249,0.9248245358467102,0.6404556632041931,0.1020669117569923,,,
7,0.9079795479774476,0.6562933921813965,0.1315300464630127,287,0.9139909148216248,0.6467074155807495,0.1045728623867034,,,
8,0.923649251461029,0.6483745574951172,0.1770672798156738,299,0.8990631103515625,0.6599055528640747,0.1130449324846267,,,
9,0.9025716781616212,0.6706029176712036,0.1773717254400253,349,0.881256639957428,0.673381507396698,0.1177219003438949,,,
10,0.8608348965644836,0.6817171573638916,0.0986530557274818,395,0.8632687926292419,0.6890802979469299,0.1282838732004165,,,
11,0.8315613269805908,0.7304806709289551,0.1602105796337127,399,0.8454461693763733,0.7126979827880859,0.1414707452058792,,,
12,0.8233194351196289,0.7981383800506592,0.2465340197086334,449,0.8265835642814636,0.7410391569137573,0.1537990123033523,,,
13,0.8285082578659058,0.7274242639541626,0.1753502935171127,499,0.8058145642280579,0.7632675766944885,0.1626771390438079,,,
14,0.7643774747848511,0.8184217810630798,0.1702179461717605,539,0.7810307741165161,0.8055015206336975,0.1908645033836364,,,
15,0.737286388874054,0.831619918346405,0.169154480099678,549,0.7497729063034058,0.840650200843811,0.2114123553037643,,,
