[0.02710568 0.38456452 0.5883298 ],[0.01244133 0.00031769 0.01813716],[0.03518939 0.00089856 0.05129962]
[0.18920577 0.08902629 0.7217679 ],[6.32409104e-02 3.09991124e-04 5.09531194e-05],[1.78872306e-01 8.76787304e-04 1.44117185e-04]
[0.05424675 0.06340685 0.88234633],[7.61239573e-02 3.14358988e-06 4.57594336e-06],[2.15311066e-01 8.89141489e-06 1.29427223e-05]
[0.1441898 0.0094125 0.8463977],[3.04926948e-02 1.17818086e-03 3.02833352e-05],[8.62463651e-02 3.33239869e-03 8.56542068e-05]
[0.04420204 0.03899455 0.9168034 ],[7.25259449e-02 1.25880319e-06 1.57448360e-06],[2.05134350e-01 3.56043308e-06 4.45331213e-06]
[0.35903138 0.01808766 0.62288105],[0.01756983 0.00627119 0.00010296],[0.04969498 0.0177376  0.00029122]
[0.02594336 0.04199827 0.93205845],[7.04165580e-02 9.89174482e-07 1.38777755e-06],[1.99168103e-01 2.79780793e-06 3.92522766e-06]
[0.12757981 0.09737315 0.77504706],[7.39468842e-02 5.57195344e-06 3.15281529e-06],[2.09153373e-01 1.57598642e-05 8.91750828e-06]
[0.06526772 0.27967212 0.65506023],[0.01809377 0.00060319 0.0185227 ],[0.0511769  0.00170608 0.05239011]
[0.13184518 0.19707689 0.6710779 ],[0.01665833 0.03804794 0.00182648],[0.04711687 0.10761584 0.00516605]
[0.01534115 0.01580433 0.96885455],[6.54217164e-02 3.48713906e-07 4.27736724e-07],[1.85040557e-01 9.86311871e-07 1.20982215e-06]
[0.02624032 0.01101718 0.96274257],[6.36129919e-02 2.24111317e-07 2.07106184e-07],[1.79924712e-01 6.33882529e-07 5.85784749e-07]
[0.01362824 0.44850343 0.5378683 ],[0.00039115 0.0074287  0.03052199],[0.00110633 0.02101153 0.08632923]
[0.01836886 0.03599961 0.94563156],[7.48137842e-02 1.63458818e-06 1.79303959e-06],[2.11605337e-01 4.62331356e-06 5.07148181e-06]
[0.06423903 0.08805199 0.847709  ],[0.07926185 0.00013474 0.00037813],[0.22418638 0.00038111 0.00106952]
[0.5108808  0.01792319 0.47119597],[0.00163153 0.09254381 0.00278127],[0.00461465 0.26175341 0.00786663]
[0.01610721 0.01670602 0.96718675],[6.55572423e-02 2.85676699e-07 3.01499910e-07],[1.85423882e-01 8.08015724e-07 8.52770524e-07]
[0.01819853 0.03054127 0.9512602 ],[6.86312912e-02 5.40967357e-07 6.06572312e-07],[1.94118606e-01 1.53008674e-06 1.71564558e-06]
[0.01692167 0.02398761 0.9590907 ],[6.32573885e-02 1.99181646e-07 2.20760369e-07],[1.78918913e-01 5.63370770e-07 6.24404615e-07]
[0.02593787 0.01810582 0.9559564 ],[7.12715501e-02 2.50565725e-06 1.49699426e-06],[2.01586386e-01 7.08706892e-06 4.23413916e-06]
[0.02268068 0.01236625 0.96495306],[6.43662574e-02 2.23847391e-07 2.21433678e-07],[1.82055268e-01 6.33136032e-07 6.26309021e-07]
[0.01911022 0.3104115  0.6704783 ],[2.79160167e-02 7.07962457e-05 2.68976662e-03],[0.07895842 0.00020024 0.00760781]
[0.47046438 0.01063887 0.51889676],[0.00924868 0.04973761 0.00137479],[0.02615921 0.14067919 0.00388849]
[0.09557054 0.06705551 0.837374  ],[6.20786658e-02 4.19101878e-05 2.86630462e-04],[1.75584982e-01 1.18539912e-04 8.10713375e-04]
[0.33076903 0.0940029  0.5752281 ],[0.04790164 0.00631966 0.00074394],[0.13548629 0.0178747  0.00210418]
[0.10140315 0.19315019 0.7054467 ],[0.0764248  0.00087879 0.0025055 ],[0.21616198 0.00248558 0.00708661]
[0.01663763 0.01290691 0.9704555 ],[6.34749686e-02 1.91940724e-07 1.90156527e-07],[1.79534323e-01 5.42890351e-07 5.37843879e-07]
[0.27627242 0.03051127 0.69321626],[4.84506974e-02 2.98765648e-04 1.99333300e-05],[1.37039267e-01 8.45036864e-04 5.63799714e-05]
[0.01906427 0.02813318 0.95280266],[6.62539221e-02 4.24168590e-07 5.48225437e-07],[1.87394390e-01 1.19972995e-06 1.55061570e-06]
[0.1217326  0.04705523 0.83121216],[4.81847421e-02 1.06272083e-05 1.66620517e-04],[1.36287032e-01 3.00582842e-05 4.71273989e-04]
[0.18787682 0.02687629 0.7852469 ],[6.99748184e-02 3.07963914e-05 1.26085835e-04],[1.97918675e-01 8.71053488e-05 3.56624596e-04]
[0.49813178 0.02255078 0.47931743],[0.0348958  0.00280002 0.00013647],[0.09870023 0.00791966 0.000386  ]
[0.01936298 0.11521198 0.8654251 ],[6.94699436e-02 1.28670543e-06 2.42804178e-06],[1.96490673e-01 3.63935255e-06 6.86753922e-06]
[0.776045   0.00916744 0.2147875 ],[1.25128386e-05 4.01300501e-04 3.60964827e-02],[3.53916522e-05 1.13504922e-03 1.02096271e-01]
[0.01699173 0.5041975  0.47881082],[0.00115172 0.00315078 0.07828872],[0.00325756 0.00891176 0.22143394]
[0.03787236 0.02710753 0.93502015],[6.74376418e-02 6.01802170e-07 8.89477031e-07],[1.90742455e-01 1.70215358e-06 2.51582096e-06]
[0.04207523 0.35279644 0.6051283 ],[0.01776793 0.00029861 0.0123277 ],[0.05025529 0.0008446  0.03486801]
[0.01291209 0.66637605 0.32071188],[0.00016119 0.0136995  0.01132791],[0.00045591 0.03874805 0.03204015]
[0.3718879  0.06908467 0.55902743],[0.02829151 0.01629268 0.00104339],[0.08002048 0.04608265 0.00295115]
[0.24716194 0.04031809 0.71251994],[3.62455878e-02 1.73561001e-03 7.27191875e-05],[0.102518   0.00490905 0.00020568]
[0.1128374  0.04438935 0.8427732 ],[7.91842123e-02 4.36682114e-06 5.38700504e-06],[2.23966774e-01 1.23512354e-05 1.52367512e-05]
[0.03906392 0.06711953 0.8938166 ],[7.76149948e-02 3.41085754e-06 4.42340166e-06],[2.19528357e-01 9.64736200e-06 1.25112692e-05]
[0.09323552 0.1260687  0.78069574],[0.08942767 0.00010533 0.0001657 ],[0.25293964 0.00029792 0.00046866]
[0.02327229 0.02362371 0.95310396],[6.61342060e-02 3.19701837e-07 3.38951261e-07],[1.87055782e-01 9.04253348e-07 9.58698942e-07]
[0.00931174 0.09606264 0.89462566],[4.21446240e-02 6.18705456e-06 1.44377504e-04],[1.19202998e-01 1.74996329e-05 4.08361249e-04]
[0.39429256 0.0152004  0.59050703],[0.02115184 0.00579709 0.00012724],[0.05982644 0.01639664 0.0003599 ]
[0.02371441 0.0477624  0.9285233 ],[6.67612594e-02 2.80145532e-05 6.78970177e-06],[1.88829357e-01 7.92371220e-05 1.92041766e-05]
[0.02936831 0.02136549 0.94926614],[6.50586048e-02 3.52796534e-07 4.54996904e-07],[1.84013522e-01 9.97859287e-07 1.28692559e-06]
[0.04134605 0.0467657  0.9118883 ],[7.53742763e-02 1.55846184e-06 1.54476678e-06],[2.13190648e-01 4.40799575e-06 4.36926028e-06]
[0.0225522  0.01776244 0.9596854 ],[5.62014179e-02 1.12813554e-05 1.51282133e-06],[1.58961615e-01 3.19084915e-05 4.27890490e-06]
[0.01624463 0.01831425 0.96544117],[6.38438774e-02 2.03742633e-07 2.02038540e-07],[1.80577755e-01 5.76271190e-07 5.71451287e-07]
[0.0327694  0.03588889 0.9313417 ],[7.23564379e-02 1.84048625e-06 3.00960996e-06],[2.04654912e-01 5.20568123e-06 8.51246245e-06]
[0.04663407 0.02381328 0.9295527 ],[7.33792707e-02 1.17726837e-06 1.26053825e-06],[2.07547920e-01 3.32981779e-06 3.56534058e-06]
[0.3494133  0.02227535 0.62831134],[0.01399058 0.01159329 0.00017752],[0.03957133 0.03279078 0.0005021 ]
[0.12231605 0.09853639 0.77914757],[8.02909233e-02 8.47951028e-06 6.45198178e-06],[2.27097025e-01 2.39836769e-05 1.82489603e-05]
[0.01704876 0.01367078 0.9692805 ],[6.28074866e-02 2.28951203e-07 1.94838185e-07],[1.77646399e-01 6.47571793e-07 5.51085606e-07]
[0.0170144  0.01670247 0.9662832 ],[6.45464627e-02 2.74219472e-07 3.26163743e-07],[1.82564966e-01 7.75609793e-07 9.22530378e-07]
[0.02762482 0.0250521  0.947323  ],[6.88308666e-02 6.80646989e-07 5.78186994e-07],[1.94683090e-01 1.92516041e-06 1.63535978e-06]
[0.01453611 0.01654162 0.96892226],[6.33356420e-02 2.01697065e-07 1.92048670e-07],[1.79140248e-01 5.70485450e-07 5.43195667e-07]
[0.29846776 0.02761736 0.67391485],[0.00726409 0.03102462 0.00037999],[0.02054595 0.08775086 0.00107478]
[0.01689364 0.49366322 0.4894432 ],[0.00580074 0.00057604 0.04346918],[0.01640698 0.00162929 0.12294941]
[0.03089881 0.02957767 0.93952364],[6.63692743e-02 3.47225560e-07 3.29593427e-07],[1.87720656e-01 9.82102193e-07 9.32230990e-07]
[0.01497678 0.01556498 0.9694583 ],[6.64451060e-02 3.91241321e-07 3.56373690e-07],[1.87935140e-01 1.10659757e-06 1.00797701e-06]
[0.8345838  0.01899838 0.1464178 ],[0.0001448  0.00189811 0.04378349],[0.00040955 0.00536867 0.1238384 ]
[0.02687847 0.02402654 0.9490951 ],[7.04467255e-02 8.27466666e-07 1.04202560e-06],[1.99253429e-01 2.34042916e-06 2.94729348e-06]
[0.04747939 0.04586255 0.90665805],[7.30491484e-02 6.53680638e-06 3.21733874e-06],[2.06614193e-01 1.84888805e-05 9.10000817e-06]
[0.04739863 0.17832725 0.7742741 ],[6.58491330e-02 5.22315858e-05 1.09826059e-05],[1.86249474e-01 1.47733234e-04 3.10635004e-05]
[0.10998066 0.01288182 0.8771375 ],[6.59625085e-02 1.11502495e-06 6.22292179e-07],[1.86570148e-01 3.15376681e-06 1.76010808e-06]
[0.03642695 0.04025704 0.92331594],[6.39900210e-02 2.91203565e-07 3.87023655e-07],[1.80991111e-01 8.23648061e-07 1.09466820e-06]
[0.0182388  0.22985883 0.7519024 ],[0.01064578 0.00050947 0.02718414],[0.0301108  0.00144099 0.07688836]
[0.02077198 0.01697384 0.9622542 ],[6.47167851e-02 2.35111822e-07 2.37360659e-07],[1.83046711e-01 6.64996656e-07 6.71357327e-07]
[0.30223674 0.0370643  0.660699  ],[0.0356063  0.0023391  0.00011187],[0.10070981 0.00661597 0.00031641]
[0.01439487 0.0175666  0.96803844],[6.06682121e-02 5.10477390e-07 1.62794576e-06],[1.71595617e-01 1.44384810e-06 4.60452593e-06]
[0.02334649 0.5999352  0.37671828],[0.00071943 0.006359   0.04568964],[0.00203484 0.01798597 0.12922983]
[0.02697978 0.01514959 0.95787066],[6.27575611e-02 1.90646517e-07 2.21386755e-07],[1.77505188e-01 5.39229780e-07 6.26176302e-07]
[0.05054549 0.3456027  0.60385185],[0.01045119 0.00036399 0.02322798],[0.02956043 0.00102952 0.06569864]
[0.0144824  0.01944383 0.9660737 ],[6.41939918e-02 2.14023937e-07 2.15373523e-07],[1.81568028e-01 6.05351108e-07 6.09168314e-07]
[0.12987319 0.1105402  0.75958663],[8.46998426e-02 3.53884171e-05 2.34152361e-05],[2.39567332e-01 1.00093559e-04 6.62282890e-05]
[0.02820131 0.05471091 0.91708773],[6.85560383e-02 6.18144611e-07 7.99732896e-07],[1.93905758e-01 1.74837699e-06 2.26198622e-06]
[0.14503443 0.11993513 0.7350304 ],[0.01690168 0.0112853  0.00023452],[0.04780516 0.03191965 0.00066334]
[0.00943549 0.43683872 0.5537258 ],[4.99847682e-02 1.25284378e-05 1.64422787e-04],[1.41378274e-01 3.54357732e-05 4.65057871e-04]
[0.04132937 0.15270638 0.80596423],[6.83342794e-02 3.98995189e-06 1.27551387e-05],[1.93278530e-01 1.12852881e-05 3.60769802e-05]
[0.06714404 0.0335644  0.8992916 ],[6.44395490e-02 2.83529876e-05 5.76240523e-06],[1.82262568e-01 8.01943592e-05 1.62985433e-05]
[0.01488052 0.01830653 0.96681285],[6.31956307e-02 1.95682589e-07 2.15405604e-07],[1.78744236e-01 5.53473942e-07 6.09259052e-07]
[0.09662508 0.11446028 0.7889146 ],[5.42777625e-02 6.26543442e-05 5.68112095e-04],[0.1535207  0.00017721 0.00160686]
[0.25375313 0.04193921 0.7043076 ],[0.0816128  0.00013169 0.00031999],[0.23083587 0.00037248 0.00090508]
[0.03375001 0.04578183 0.92046815],[6.35688110e-02 3.79280348e-07 6.83321498e-07],[1.79799749e-01 1.07276682e-06 1.93272506e-06]
[0.02285706 0.01502553 0.9621174 ],[6.38483141e-02 2.27592278e-06 8.22075627e-07],[1.80590303e-01 6.43728172e-06 2.32518100e-06]
[0.9681407  0.00501003 0.02684934],[2.21358839e-07 4.47981810e-07 5.98657685e-02],[6.26097344e-07 1.26708390e-06 1.69325964e-01]
[0.06013737 0.02608158 0.91378105],[6.71460930e-02 4.01932972e-06 1.54439832e-06],[1.89917831e-01 1.13683812e-05 4.36821810e-06]
[0.0208305  0.01756216 0.9616074 ],[6.43158000e-02 2.33294051e-07 2.51083803e-07],[1.81912553e-01 6.59855221e-07 7.10172238e-07]
[0.02922978 0.06941841 0.9013518 ],[4.93014046e-02 8.18407007e-06 1.16807906e-04],[1.39445430e-01 2.31480458e-05 3.30382650e-04]
[0.26101828 0.04247407 0.6965076 ],[0.0214377  0.00544444 0.00011394],[0.06063497 0.01539921 0.00032226]
[0.01708847 0.01988263 0.96302885],[6.47492975e-02 2.51139885e-07 2.69147361e-07],[1.83138669e-01 7.10330863e-07 7.61263696e-07]
[0.11472218 0.03449766 0.85078007],[6.99720733e-02 2.23443507e-05 6.69655317e-06],[1.97910910e-01 6.31993676e-05 1.89407126e-05]
[0.01586548 0.12222842 0.8619061 ],[6.30275940e-02 3.26479791e-06 1.68043846e-05],[1.78268956e-01 9.23424296e-06 4.75299771e-05]
[0.06472714 0.01787833 0.91739446],[6.84475827e-02 1.66897294e-06 9.58748348e-07],[1.93598999e-01 4.72056834e-06 2.71174983e-06]
[0.0479089  0.11604213 0.836049  ],[7.27719429e-02 1.44122323e-05 4.39552924e-05],[2.05830137e-01 4.07639488e-05 1.24324341e-04]
[0.06769529 0.07237346 0.8599313 ],[5.17745417e-02 4.96550082e-05 4.04584276e-06],[1.46440518e-01 1.40445572e-04 1.14433714e-05]
[0.5281529  0.01495079 0.45689633],[0.00602622 0.04508906 0.0006517 ],[0.01704472 0.12753112 0.00184329]
[0.20016672 0.08929143 0.7105419 ],[7.84672801e-02 6.17581557e-06 9.83286686e-06],[2.21938984e-01 1.74678443e-05 2.78115474e-05]
[0.03289229 0.02070865 0.9463991 ],[6.47086297e-02 2.93256341e-07 3.55252692e-07],[1.83023644e-01 8.29454191e-07 1.00480635e-06]
