epoch,step,val_loss,val_acc,val_calibration_error,val_chirality_violation,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error,test_chirality_violation
0,49,0.8127273917198181,0.7040844559669495,0.1679074317216873,-0.0109509564936161,0.9171827435493468,0.6517087817192078,0.1545967906713485,,,,
1,149,0.6351390480995178,0.8282856345176697,0.1715521812438964,-0.0191853549331426,0.6959106922149658,0.7866073846817017,0.1535593867301941,,,,
2,299,0.6134946346282959,0.8789941668510437,0.2126988768577575,-0.0226329173892736,0.6387941837310791,0.8232842683792114,0.1513531357049942,,,,
3,449,0.5831071734428406,0.9056682586669922,0.1934657245874405,-0.0449352301657199,0.6091479063034058,0.8676021099090576,0.1685485243797302,,,,
4,599,0.590718686580658,0.8812170028686523,0.1819025874137878,0.0784525498747825,0.5933742523193359,0.8873298168182373,0.1758850067853927,,,,
5,749,0.5707809925079346,0.9162267446517944,0.1970298141241073,-0.0227979514747858,0.5834974050521851,0.9012225866317748,0.1803532391786575,,,,
6,899,0.5662626028060913,0.9227563142776488,0.2046145647764206,0.0408244021236896,0.5756497383117676,0.9058071970939636,0.1841165125370025,,,,
7,1049,0.5771528482437134,0.8987218737602234,0.190021276473999,0.0860763862729072,0.5693923234939575,0.9140039086341858,0.1860395967960357,,,,
8,1199,0.5695055723190308,0.907613217830658,0.1602445393800735,-0.0181006845086812,0.567290186882019,0.9210891723632812,0.1867090463638305,,,,
9,1299,0.5980653166770935,0.8293970823287964,0.1527684926986694,0.090640977025032,0.5639150142669678,0.9212281107902528,0.1902991533279419,,,,
10,1449,0.6013794541358948,0.8200889229774475,0.1385559141635894,0.0963089838624,0.5624169111251831,0.915532112121582,0.1873110383749008,,,,
11,1599,0.5474624037742615,0.945818305015564,0.2074988186359405,0.0316221006214618,0.5575670003890991,0.9270630478858948,0.1927756667137146,,,,
12,1749,0.5513955950737,0.9287301898002625,0.1933779716491699,0.0039629912935197,0.5554733276367188,0.926924169063568,0.1909803450107574,,,,
13,1899,0.5457664132118225,0.9470686316490172,0.2121757417917251,-0.0299805477261543,0.5534858107566833,0.933592677116394,0.1993405222892761,,,,
14,2049,0.5557752847671509,0.9313698410987854,0.1740326285362243,-0.0675923004746437,0.5530577898025513,0.9299805760383606,0.1922978460788726,,,,
15,2199,0.5592441558837891,0.9049736261367798,0.1622984856367111,-0.0365796461701393,0.5502579212188721,0.9353986978530884,0.1971704959869384,,,,
16,2349,0.5570328235626221,0.9191442131996156,0.1654103547334671,-0.0948340594768524,0.5502975583076477,0.9405390620231628,0.2025125920772552,,,,
17,2449,0.5426395535469055,0.9480411410331726,0.2138584852218628,-0.044121790677309,0.5479395389556885,0.9384551048278807,0.2020395398139953,,,,
18,2599,0.546674907207489,0.9342873096466064,0.2060698121786117,-0.0633241459727287,0.5458354949951172,0.9438732862472534,0.2037509679794311,,,,
19,2749,0.5919003486633301,0.8781605958938599,0.1407599151134491,-0.1106673181056976,0.5452554821968079,0.9544317722320556,0.2095776200294494,,,,
20,2899,0.5397483110427856,0.9622117280960084,0.2084562331438064,0.0516119748353958,0.5439708232879639,0.943178653717041,0.2051704823970794,,,,
21,3049,0.5386040806770325,0.9590163826942444,0.2082991451025009,0.0668097212910652,0.5428925156593323,0.9488747119903564,0.2062608450651168,,,,
22,3199,0.5455062985420227,0.9317865967750548,0.2008980959653854,-0.0022968240082263,0.5419701337814331,0.957488179206848,0.2159304916858673,,,,
23,3349,0.5472800731658936,0.9223395586013794,0.19546939432621,0.0693017318844795,0.5416773557662964,0.9529035687446594,0.2134890705347061,,,,
24,3499,0.5789585709571838,0.855793297290802,0.1628739833831787,0.0780885145068168,0.542118489742279,0.946929693222046,0.2075388431549072,,,,
25,3649,0.5504364967346191,0.93039733171463,0.2079643160104751,0.0290523879230022,0.5413605570793152,0.952208936214447,0.2104746103286743,,,,
26,3749,0.5363472700119019,0.9690191745758056,0.2243824750185012,0.097891554236412,0.5397104024887085,0.9598499536514282,0.217914417386055,,,,
27,3899,0.53681480884552,0.9622117280960084,0.2165341079235077,0.0235903300344944,0.5397970080375671,0.9556821584701538,0.2113825529813766,,,,
28,4049,0.5495584607124329,0.9226173758506776,0.1759508699178695,-0.0315491817891597,0.5395715832710266,0.9611002802848816,0.2182058840990066,,,,
29,4199,0.5396167635917664,0.9590163826942444,0.2221154868602752,0.0745536088943481,0.5401636958122253,0.955126404762268,0.2134258300065994,,,,
30,4349,0.5367770791053772,0.9659627676010132,0.2232873141765594,0.0517393536865711,0.5387951731681824,0.9611002802848816,0.2180133163928985,,,,
31,4499,0.5358957648277283,0.9684634804725648,0.2111266255378723,0.0478558577597141,0.5388906598091125,0.9598499536514282,0.2159501612186432,,,,
32,4649,0.5349966287612915,0.97318696975708,0.2312855720520019,0.0314844138920307,0.5382379293441772,0.9592942595481871,0.2157200574874878,,,,
33,4799,0.576505720615387,0.8992775678634644,0.1603255271911621,-0.1397481709718704,0.5382817983627319,0.9562378525733948,0.2134888023138046,,,,
34,4899,0.5352936387062073,0.9727702140808104,0.2248802930116653,0.0796223655343055,0.537909746170044,0.9616560339927672,0.2192806452512741,,,,
35,5049,0.5399777889251709,0.9640178084373474,0.2305604070425033,0.0479516722261905,0.5374277234077454,0.9609614014625548,0.2196832150220871,,,,
36,5199,0.5367176532745361,0.9706863164901732,0.2265025824308395,0.052621454000473,0.5368391871452332,0.9605445861816406,0.2182104140520095,,,,
