step,epoch,val_loss,val_acc,calibration_error,train_loss_epoch,train_acc_epoch,calibration_error_epoch,test_loss,test_acc
71,0.0,0.981185257434845,0.6223950982093811,0.09226435422897339,1.0112906694412231,0.6157265901565552,0.11705995351076126,,
143,1.0,0.9518976211547852,0.6235065460205078,0.09397836029529572,0.9788809418678284,0.6232286691665649,0.09259903430938721,,
215,2.0,0.934110164642334,0.6319811344146729,0.07428765296936035,0.953707218170166,0.6233676075935364,0.07858780026435852,,
287,3.0,0.9297773241996765,0.6421228051185608,0.10141094028949738,0.9421219229698181,0.6329535841941833,0.08244197815656662,,
359,4.0,0.9231540560722351,0.640733540058136,0.07838752120733261,0.9392693638801575,0.6355932354927063,0.08484619855880737,,
431,5.0,0.9203501343727112,0.6465684771537781,0.08603407442569733,0.9337195158004761,0.6368435621261597,0.08849059045314789,,
503,6.0,0.915367841720581,0.6579605340957642,0.09725673496723175,0.9302343726158142,0.6464295387268066,0.08833623677492142,,
575,7.0,0.9128051400184631,0.6540705561637878,0.09304679930210114,0.9255020618438721,0.6522645354270935,0.09355083107948303,,
647,8.0,0.9087338447570801,0.6628230214118958,0.10681261122226715,0.9217251539230347,0.6507363319396973,0.09081173688173294,,
719,9.0,0.9070993065834045,0.6701861619949341,0.12347997725009918,0.9183432459831238,0.6585162281990051,0.09528706967830658,,
791,10.0,0.9026703238487244,0.668380081653595,0.10894926637411118,0.914821982383728,0.6537927389144897,0.08788473159074783,,
863,11.0,0.8980346322059631,0.6700472235679626,0.0968344658613205,0.9137081503868103,0.6596276760101318,0.09549586474895477,,
935,12.0,0.8956077098846436,0.6724089980125427,0.1083059161901474,0.9092864990234375,0.6607391238212585,0.09373657405376434,,
1007,13.0,0.8918330073356628,0.6753264665603638,0.10226205736398697,0.9062859416007996,0.659349799156189,0.09058108180761337,,
1079,14.0,0.897175133228302,0.6789385676383972,0.1442304253578186,0.903464674949646,0.6640733480453491,0.09259366989135742,,
1151,15.0,0.886684000492096,0.6826896071434021,0.11686475574970245,0.899412989616394,0.6699082851409912,0.09482289105653763,,
1223,16.0,0.8823042511940002,0.6789385676383972,0.09937968850135803,0.8973668217658997,0.6689358353614807,0.09416483342647552,,
1295,17.0,0.8798437118530273,0.6831064224243164,0.0900835320353508,0.8955102562904358,0.6726868748664856,0.09974885731935501,,
1367,18.0,0.8778151869773865,0.6874131560325623,0.11669809371232986,0.8900148272514343,0.679772138595581,0.09783840924501419,,
1439,19.0,0.8737021684646606,0.6896359920501709,0.11687404662370682,0.8872011303901672,0.6781050562858582,0.09758617728948593,,
1511,20.0,0.8694104552268982,0.6958877444267273,0.1202806606888771,0.885056734085083,0.6850513815879822,0.1051083654165268,,
1583,21.0,0.8663376569747925,0.7006112933158875,0.11956731975078583,0.8798274993896484,0.6871353387832642,0.10423939675092697,,
1655,22.0,0.8630092740058899,0.6976938247680664,0.10875800251960754,0.8782952427864075,0.6867185235023499,0.10425860434770584,,
1727,23.0,0.8617695569992065,0.6954709887504578,0.09536121785640717,0.8757089972496033,0.6918588280677795,0.10483940690755844,,
1799,24.0,0.8583993911743164,0.7106140851974487,0.14224588871002197,0.8721906542778015,0.6958877444267273,0.10836047679185867,,
1871,25.0,0.8521022200584412,0.710058331489563,0.11736690253019333,0.8684995770454407,0.6964434385299683,0.10857203602790833,,
1943,26.0,0.8496154546737671,0.7092247605323792,0.11112088710069656,0.8666489124298096,0.7008891105651855,0.11025489121675491,,
