epoch,step,val_loss,val_acc,val_calibration_error,val_chirality_violation,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error,test_chirality_violation
0,49,0.9867826104164124,0.6055848598480225,0.1543924659490585,,0.9892863035202026,0.5975270867347717,0.1357438266277313,,,,
1,99,0.944062113761902,0.6222561597824097,0.1093200594186782,,0.9450501203536988,0.6214225888252258,0.1143932193517685,,,,
2,149,0.925184965133667,0.6326757669448853,0.1209219843149185,,0.9307632446289062,0.6278132796287537,0.1220399215817451,,,,
3,249,0.9144189357757568,0.6408724784851074,0.1198881790041923,,0.9222719073295592,0.6326757669448853,0.1189103871583938,,,,
4,299,0.9149279594421388,0.6504584550857544,0.1455791592597961,,0.9129770398139954,0.6389274597167969,0.1214341893792152,,,,
5,399,0.8966709971427917,0.6543484330177307,0.1271633803844452,,0.9032356142997742,0.6524034738540649,0.1217703372240066,,,,
6,449,0.8896046280860901,0.6682412028312683,0.1298919171094894,,0.8953038454055786,0.6632397770881653,0.1265272498130798,,,,
7,549,0.8676204085350037,0.712142288684845,0.1580806672573089,,0.8842668533325195,0.6871353387832642,0.1423258483409881,,,,
8,599,0.7615671753883362,0.7727146148681641,0.1786226034164428,-0.8429692983627319,0.8221472501754761,0.733120322227478,0.1559890061616897,,,,
9,649,0.7008801698684692,0.7781327962875366,0.1281313300132751,-1.1319873332977295,0.7231770753860474,0.7717421650886536,0.1483729928731918,,,,
10,749,0.6855278611183167,0.7927201986312866,0.1385237276554107,1.7716511487960815,0.6882631778717041,0.784940242767334,0.1378345489501953,,,,
11,799,0.6938767433166504,0.7731314301490784,0.1202789396047592,-1.6963732242584229,0.6763114929199219,0.7896637916564941,0.1331095993518829,,,,
12,899,0.669157087802887,0.7900806069374084,0.1229087561368942,-0.973759114742279,0.6702170968055725,0.7953598499298096,0.1333911567926406,,,,
13,949,0.6632248759269714,0.8017504811286926,0.1231390014290809,1.1574727296829224,0.6649898290634155,0.7968880534172058,0.1273879259824752,,,,
14,1049,0.6702142953872681,0.7903584241867065,0.1360857337713241,1.2201811075210571,0.6612366437911987,0.8023061752319336,0.1306301802396774,,,,
15,1099,0.6685047149658203,0.7918866276741028,0.127304658293724,1.8137508630752563,0.6588811278343201,0.8016115427017212,0.1251912713050842,,,,
16,1199,0.6765437126159668,0.7831342220306396,0.1221602484583854,1.7869147062301636,0.6594610810279846,0.7999444007873535,0.1266213208436966,,,,
17,1249,0.6932967901229858,0.778827428817749,0.1137581169605255,2.865415573120117,0.6580745577812195,0.8031397461891174,0.130720779299736,,,,
18,1299,0.6583496928215027,0.8052236437797546,0.1232303082942962,-0.7592640519142151,0.6568280458450317,0.8063350915908813,0.1289840638637542,,,,
