epoch,step,val_loss,val_acc,val_calibration_error,val_chirality_violation,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error,test_chirality_violation
0,49,0.8904065489768982,0.6710197329521179,0.1364879310131073,,0.946374535560608,0.6126701831817627,0.124283343553543,,,,
1,99,0.7146447896957397,0.7774381637573242,0.1319280415773391,-2.081784248352051,0.8137458562850952,0.7151986956596375,0.1306024640798568,,,,
2,149,0.7913123965263367,0.7716032266616821,0.097103826701641,-4.813899517059326,0.6619149446487427,0.8166157007217407,0.1392878293991089,,,,
3,249,0.6091264486312866,0.8437066078186035,0.1179533302783966,-0.1326668858528137,0.5981355905532837,0.8989997506141663,0.1748641282320022,,,,
4,299,0.5823531746864319,0.8991386294364929,0.1586240082979202,-2.641266107559204,0.5724990963935852,0.9234509468078612,0.1796692311763763,,,,
5,399,0.5537376403808594,0.9417893886566162,0.1914199590682983,0.5779579281806946,0.5633731484413147,0.9220616817474364,0.1784126460552215,,,,
6,449,0.550349771976471,0.9392886757850648,0.1950503289699554,-0.938481867313385,0.5553774237632751,0.934148371219635,0.1871038526296615,,,,
7,549,0.5837603211402893,0.8977493643760681,0.1481644064188003,-3.070061206817627,0.553711473941803,0.9266462922096252,0.180520623922348,,,,
8,599,0.6133915781974792,0.8466240763664246,0.1055033653974533,-1.1364296674728394,0.5527328848838806,0.9373437166213988,0.1887003034353256,,,,
9,649,0.5774452686309814,0.8727424144744873,0.1358359009027481,2.348683834075928,0.5506231784820557,0.9291470050811768,0.1806628704071045,,,,
10,749,0.5640715956687927,0.8891358971595764,0.1529309749603271,1.342476725578308,0.5489253401756287,0.9298416376113892,0.184520736336708,,,,
11,799,0.5644969344139099,0.9212281107902528,0.1588513702154159,2.0507869720458984,0.5469439029693604,0.9363712072372437,0.1901561617851257,,,,
12,899,0.6454448103904724,0.7953598499298096,0.1199942827224731,-3.432349920272827,0.5460070371627808,0.9381772875785828,0.1895462274551391,,,,
13,949,0.5588621497154236,0.9027507901191713,0.1735244691371917,-1.6574759483337402,0.5469606518745422,0.9381772875785828,0.1915048509836197,,,,
14,1049,0.5436576008796692,0.946929693222046,0.1962087005376815,0.6335271000862122,0.5480293035507202,0.9292858839035034,0.1834642738103866,,,,
15,1099,0.548751711845398,0.9249791502952576,0.1670319586992263,0.540198564529419,0.545444667339325,0.9406779408454896,0.1926705092191696,,,,
16,1199,0.5649259686470032,0.9023339748382568,0.1466641873121261,1.9332612752914429,0.5439596772193909,0.9398444294929504,0.1937285214662552,,,,
17,1249,0.5472555160522461,0.919838845729828,0.1771837025880813,0.3832507729530334,0.5433510541915894,0.9433175921440125,0.197704017162323,,,,
18,1299,0.541502833366394,0.946096122264862,0.2104997783899307,-0.9351515769958496,0.5423864722251892,0.9465129375457764,0.1978323012590408,,,,
19,1399,0.5385453701019287,0.9602667689323424,0.208065390586853,0.4017709493637085,0.5415219068527222,0.9456793665885924,0.1998530477285385,,,,
