step,epoch,val_loss,val_acc,train_loss_epoch,train_acc_epoch
52,0.0,0.9502536058425903,0.5728889107704163,0.9936307668685913,0.4776190519332886
105,1.0,0.7706090211868286,0.6079999804496765,0.8165237307548523,0.5926666855812073
158,2.0,0.7004923820495605,0.6884444355964661,0.7404269576072693,0.6426666378974915
211,3.0,0.6193256974220276,0.8142222166061401,0.6642967462539673,0.786476194858551
264,4.0,0.3828819692134857,0.9679999947547913,0.48948726058006287,0.9365714192390442
317,5.0,0.32040247321128845,0.9817777872085571,0.3440746068954468,0.977904736995697
370,6.0,0.3030199408531189,0.9848889112472534,0.3056194484233856,0.9875237941741943
423,7.0,0.2926497757434845,0.9871110320091248,0.29190757870674133,0.9886666536331177
476,8.0,0.29693832993507385,0.9853333234786987,0.2825247049331665,0.9920952320098877
529,9.0,0.285592257976532,0.9866666793823242,0.27715569734573364,0.9929524064064026
582,10.0,0.30368393659591675,0.9773333072662354,0.2733895182609558,0.9943809509277344
635,11.0,0.2803107500076294,0.9871110320091248,0.2709682583808899,0.994952380657196
688,12.0,0.27735641598701477,0.9951111078262329,0.26872706413269043,0.9954285621643066
741,13.0,0.27427491545677185,0.9946666955947876,0.2680605351924896,0.9950476288795471
794,14.0,0.2746049463748932,0.9919999837875366,0.26434382796287537,0.9962857365608215
847,15.0,0.27664270997047424,0.9911110997200012,0.2639351785182953,0.99657142162323
900,16.0,0.27139967679977417,0.9946666955947876,0.26224562525749207,0.9970476031303406
953,17.0,0.2752075791358948,0.9902222156524658,0.26073598861694336,0.9974285960197449
1006,18.0,0.27366727590560913,0.9919999837875366,0.26056742668151855,0.9975237846374512
1059,19.0,0.27854859828948975,0.9888888597488403,0.2594233751296997,0.9972380995750427
1112,20.0,0.2709358036518097,0.9919999837875366,0.2583949863910675,0.9980000257492065
1165,21.0,0.2769894599914551,0.9902222156524658,0.25616469979286194,0.9988571405410767
1218,22.0,0.269929438829422,0.992888867855072,0.25561314821243286,0.9990476369857788
1271,23.0,0.27131471037864685,0.9937777519226074,0.25481685996055603,0.9990476369857788
1324,24.0,0.27317747473716736,0.9915555715560913,0.25403305888175964,0.9991428852081299
1377,25.0,0.27035054564476013,0.9924444556236267,0.2532435357570648,0.9993333220481873
1430,26.0,0.2703409492969513,0.9911110997200012,0.25171414017677307,0.9996190667152405
1483,27.0,0.2715285122394562,0.9933333396911621,0.2518223226070404,0.9993333220481873
1536,28.0,0.27178755402565,0.9911110997200012,0.25082385540008545,0.9998095035552979
1589,29.0,0.2697751820087433,0.9924444556236267,0.24988943338394165,0.9998095035552979
1642,30.0,0.2697681784629822,0.992888867855072,0.24912941455841064,0.9995238184928894
1695,31.0,0.2701457440853119,0.9942222237586975,0.24871881306171417,0.9998095035552979
1748,32.0,0.2722362279891968,0.9924444556236267,0.24796143174171448,0.9999047517776489
1801,33.0,0.28097671270370483,0.9875555634498596,0.24729903042316437,1.0
1854,34.0,0.27882686257362366,0.9857777953147888,0.2462926208972931,1.0
1907,35.0,0.2710399627685547,0.9919999837875366,0.24573339521884918,1.0
1960,36.0,0.27148815989494324,0.9937777519226074,0.24597731232643127,1.0
2013,37.0,0.2716967463493347,0.9942222237586975,0.24372516572475433,1.0
2066,38.0,0.2708050012588501,0.9924444556236267,0.24333110451698303,1.0
2119,39.0,0.2731519639492035,0.9893333315849304,0.24288080632686615,1.0
2172,40.0,0.27292025089263916,0.9893333315849304,0.24259351193904877,1.0
2225,41.0,0.2714890241622925,0.9906666874885559,0.24255894124507904,1.0
2278,42.0,0.2751362919807434,0.9924444556236267,0.2412509024143219,1.0
2331,43.0,0.27279025316238403,0.9919999837875366,0.24079684913158417,1.0
2384,44.0,0.27337542176246643,0.9906666874885559,0.2408282607793808,0.9999047517776489
2437,45.0,0.27430403232574463,0.9915555715560913,0.23995165526866913,1.0
2490,46.0,0.27326422929763794,0.9897778034210205,0.2395925372838974,1.0
2543,47.0,0.2746451497077942,0.9924444556236267,0.23982077836990356,1.0
2596,48.0,0.272452175617218,0.9902222156524658,0.2380935400724411,1.0
2649,49.0,0.2729306221008301,0.9911110997200012,0.23809942603111267,1.0
2702,50.0,0.27240875363349915,0.9915555715560913,0.23783349990844727,1.0
2755,51.0,0.2741059958934784,0.9902222156524658,0.23734153807163239,1.0
2808,52.0,0.27397164702415466,0.9893333315849304,0.23702995479106903,0.9999047517776489
2861,53.0,0.2730232775211334,0.9911110997200012,0.2364482879638672,1.0
2914,54.0,0.2767006456851959,0.9879999756813049,0.23626261949539185,1.0
2967,55.0,0.2729584276676178,0.9902222156524658,0.2362944781780243,1.0
3020,56.0,0.27703985571861267,0.988444447517395,0.23541733622550964,1.0
3073,57.0,0.27508723735809326,0.9888888597488403,0.23593956232070923,1.0
3126,58.0,0.27471259236335754,0.9897778034210205,0.2349688708782196,1.0
3179,59.0,0.27649542689323425,0.9906666874885559,0.23501776158809662,1.0
