epoch,val_loss,val_acc,val_calibration_error,step,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error
0,1.0115309953689575,0.6093358993530273,0.1264215409755706,35,1.0290623903274536,0.5840511322021484,0.1101627349853515,,,
1,1.0018117427825928,0.6062794923782349,0.1689684838056564,49,0.9420468211174012,0.6222561597824097,0.090228222310543,,,
2,0.9594520926475524,0.6208668947219849,0.1180087327957153,99,0.92367422580719,0.6414281725883484,0.0943152457475662,,,
3,0.9212439060211182,0.655876636505127,0.0991991385817527,143,0.8899192214012146,0.6692136526107788,0.1034372150897979,,,
4,0.8557011485099792,0.7042233943939209,0.0989458113908767,149,0.8586264252662659,0.7078354954719543,0.1153575628995895,,,
5,0.8196976780891418,0.7264518141746521,0.1087399870157241,199,0.8070263862609863,0.743261992931366,0.1199703514575958,,,
6,0.7969387173652649,0.7411780953407288,0.0811268985271453,249,0.7895449995994568,0.7440955638885498,0.1154412552714347,,,
7,0.7947052717208862,0.7370103001594543,0.1055073142051696,287,0.7291850447654724,0.7929980754852295,0.1222888231277465,,,
8,0.7206167578697205,0.7860516905784607,0.0869659557938575,299,0.6822124123573303,0.8284245729446411,0.1303715854883194,,,
9,0.6533542275428772,0.850236177444458,0.1168660968542099,349,0.6387712359428406,0.8588497042655945,0.1398933380842209,,,
10,0.6062735915184021,0.8802444934844971,0.1474396586418151,395,0.6073846220970154,0.886357307434082,0.1496004909276962,,,
11,0.593428909778595,0.8883023262023926,0.143739253282547,399,0.5883844494819641,0.8935815691947937,0.1532689034938812,,,
12,0.5777626037597656,0.9008057713508606,0.1518147885799408,449,0.5797963738441467,0.9027507901191713,0.1567583829164505,,,
13,0.5744917392730713,0.9095582365989684,0.1506058126688003,499,0.5717653632164001,0.9028896689414978,0.1558636873960495,,,
14,0.5664107203483582,0.912336766719818,0.1708661168813705,539,0.5692865252494812,0.9083078503608704,0.159776508808136,,,
15,0.5552496910095215,0.9226173758506776,0.1780262142419815,549,0.5617988705635071,0.9120588898658752,0.1639458537101745,,,
16,0.567452609539032,0.8852459192276001,0.1429442167282104,599,0.5557340979576111,0.92331200838089,0.1715021878480911,,,
17,0.5513222813606262,0.9272019863128662,0.1810104101896286,647,0.5534030199050903,0.925118088722229,0.1760688573122024,,,
18,0.5495161414146423,0.9294248223304749,0.1746409982442855,649,0.5529953837394714,0.9212281107902528,0.1717638820409774,,,
19,0.5539076328277588,0.9219227433204652,0.1689884215593338,699,0.5511667132377625,0.928869128227234,0.1781000196933746,,,
20,0.5461562275886536,0.9366490840911864,0.1884484440088272,749,0.5494593977928162,0.9297026991844176,0.1767429113388061,,,
21,0.5453790426254272,0.936788022518158,0.1784019619226455,791,0.5462639927864075,0.934426248073578,0.1827590763568878,,,
22,0.5552881360054016,0.916643500328064,0.1552375555038452,799,0.5457443594932556,0.9345651865005492,0.1817113310098648,,,
23,0.5431508421897888,0.9384551048278807,0.1917784810066223,849,0.5468974113464355,0.934426248073578,0.1796140372753143,,,
24,0.5502235889434814,0.919838845729828,0.1773285716772079,899,0.5450244545936584,0.934704065322876,0.1834413707256317,,,
25,0.5452844500541687,0.9373437166213988,0.1888387948274612,935,0.5456665754318237,0.9373437166213988,0.1854205876588821,,,
26,0.5430194735527039,0.93789941072464,0.1841427683830261,949,0.5432278513908386,0.936788022518158,0.1838727444410324,,,
27,0.5386070013046265,0.9513753652572632,0.1989466995000839,999,0.5425107479095459,0.9423450827598572,0.1896478682756424,,,
28,0.5413634777069092,0.94498473405838,0.2005678862333297,1043,0.5427809953689575,0.9374826550483704,0.18424654006958,,,
29,0.5422084927558899,0.9441511631011964,0.1856844276189804,1049,0.5424724221229553,0.936788022518158,0.185975506901741,,,
30,0.5383127331733704,0.9563767910003662,0.2069360613822937,1099,0.5419239401817322,0.9406779408454896,0.1893100291490554,,,
